% # of instances: 2000

% Class distribution
% c1: 487
% c2: 487
% c3: 522
% c4: 504

@relation Synthetic_3_train

@attribute Dimension_1 numeric
@attribute Dimension_2 numeric
@attribute Dimension_3 numeric
@attribute Dimension_4 numeric
@attribute Dimension_5 numeric
@attribute Dimension_6 numeric
@attribute Dimension_8 numeric
@attribute Dimension_10 numeric
@attribute Dimension_11 numeric
@attribute Dimension_12 numeric
@attribute Dimension_13 numeric
@attribute Dimension_14 numeric
@attribute Dimension_15 numeric
@attribute Dimension_17 numeric
@attribute Dimension_18 numeric
@attribute Dimension_20 numeric
@attribute class {c1,c2,c3,c4}

@data
-0.849722,-1.420602,2.452189,-2.72202,0.865407,0.692945,-16.834298,-0.047073,-2.163729,1.637021,-1.007818,2.042283,-2.70165,0.765469,5.968964,0.980756,c1
1.275503,2.28002,7.79766,7.894654,-0.427317,0.502668,-3.231668,0.258896,-1.32289,1.525745,1.317186,-0.428208,-4.96723,0.739855,-0.221536,4.293816,c4
0.078388,0.980849,1.492663,2.422522,0.268235,0.203294,6.440795,-0.793879,-4.68591,1.340645,0.993856,-0.403635,3.22755,-2.559914,-4.043033,-1.76203,c3
0.122552,-1.348082,-0.238558,-0.108188,-0.349174,0.696432,41.475444,0.473004,-0.472119,1.841921,0.598534,-2.056663,-3.929423,0.513011,-1.044701,0.365979,c4
0.082595,0.692803,-0.791983,-4.657954,-0.658835,0.509743,5.90576,0.417322,0.858099,1.755191,0.776054,0.035219,-2.895864,-0.12365,-1.919725,3.339098,c4
1.255396,-0.887071,-2.083231,-2.172842,0.066127,0.506046,181.003069,0.167204,0.6231,1.896615,-0.854853,-1.723349,0.54458,1.956556,-0.605976,0.419777,c1
0.686538,1.084285,0.051597,-16.262929,0.380193,0.659156,-3.547491,-0.144865,3.275478,1.788858,1.437976,1.051547,-2.42595,2.263168,-0.910514,3.250479,c4
-0.038352,1.742488,1.649621,1.011179,-0.413371,0.102555,3.114121,0.782362,1.616812,0.750321,1.02204,1.182617,-4.75456,0.685053,-1.298581,0.950132,c2
0.052258,0.088342,4.036702,2.198741,2.2822,0.928751,-2.911366,-0.059472,1.022793,1.266068,0.266825,-0.019209,-1.471982,0.76763,-1.718687,2.056705,c4
0.536536,0.926271,2.627357,-3.836759,0.012652,0.706292,2.04645,0.641614,6.712923,1.524883,0.4609,-0.617722,-3.140273,1.256863,4.060255,1.96332,c4
-1.10185,-0.022089,-1.278997,-0.401728,0.855345,0.902229,-10.946709,-0.089827,-0.913115,1.891012,-0.036686,0.97817,-1.040136,1.90156,2.476916,0.81066,c1
-1.608671,1.59933,3.033912,-3.865058,0.475649,0.5335,12.029463,0.159022,-0.91147,1.221948,-0.509256,-2.331881,0.090554,0.706744,2.882845,1.891997,c1
0.459094,0.139944,3.213676,-6.342533,1.504702,0.749324,43.621531,0.353282,-2.347846,0.89481,1.051136,-1.456821,-4.947489,0.804478,-1.334325,0.664883,c4
0.243907,4.154605,0.049206,0.245245,-1.253459,1.090771,-0.891567,0.414816,1.892281,0.854124,0.758719,1.281438,-5.975506,-1.53067,-0.531537,0.637106,c2
1.394899,1.632687,1.433066,-1.254254,0.739949,0.598509,-1.253639,0.834803,1.965444,1.132506,1.09127,-1.013533,-4.547508,-1.35835,-2.306153,3.886435,c4
0.659408,2.941812,-1.942269,4.775422,0.556758,-0.338387,3.732181,-1.759767,4.083217,1.168618,1.489319,1.586492,-0.695017,-0.2182,-0.356244,1.266479,c3
1.230298,1.43608,0.427667,-2.24114,0.285306,0.700532,1.420764,0.794057,0.354978,1.471186,0.046829,-0.229683,-0.58053,2.558889,-0.1047,3.098312,c1
0.016132,2.007461,1.005745,2.784827,-0.059743,0.127326,5.950996,-1.373842,0.539993,0.929671,1.06534,2.384303,-0.848738,0.212128,-2.388697,1.887637,c3
-0.858264,0.196801,-5.502422,-2.917181,0.583112,0.621429,14.195861,-0.434825,-0.184325,1.26029,-0.176806,1.966649,-3.346625,0.941352,0.339758,-0.597973,c1
0.305175,2.894832,-1.601897,3.957291,0.574537,0.503344,4.511144,-1.071285,3.912499,0.764712,0.674107,0.037777,3.444345,0.115682,-1.393867,1.015982,c3
-0.971848,0.571434,-0.988348,-0.083314,3.403461,1.353077,3.241797,0.841868,4.242212,0.930876,0.732256,2.650243,-1.118078,-3.260185,-2.572675,-0.796435,c2
1.299935,1.72749,0.17032,4.707142,2.444686,0.577262,2.096169,1.188778,5.075233,0.877842,0.999952,-1.891841,-5.733331,2.198284,6.699563,1.483708,c4
0.483478,2.769229,1.136626,1.450671,1.527422,0.558852,1.669751,1.783628,2.268952,1.300047,1.219497,2.588189,-1.52605,-1.645275,-0.42259,0.028652,c2
1.237054,1.856471,-2.60648,-8.35706,0.505792,0.799682,-0.3249,0.639756,4.042545,0.57051,1.311484,-2.24361,-6.03847,0.445652,3.544873,4.085451,c4
0.613663,-0.274894,-7.326506,-1.927889,0.362627,0.794171,273.930526,-0.544969,-0.114744,0.758499,0.417206,-0.463874,0.163547,1.484837,4.346907,1.48077,c1
1.525006,-0.166091,-0.12889,8.584458,1.429067,0.755903,11.951692,1.993176,5.428915,0.254291,0.765749,-0.403475,-3.520393,0.121425,3.402433,2.521811,c4
0.840256,-0.484918,0.693648,-2.092539,0.370614,0.638581,-2.91325,-0.884201,-1.269019,0.780329,0.667822,-1.349707,2.153877,0.827278,-0.02248,-0.500512,c1
-0.420873,1.253189,-3.625111,4.735949,1.481188,0.035948,0.460178,-0.906459,-4.417072,0.560529,0.716953,0.707646,-1.134121,-1.299432,-0.742408,-0.771947,c3
-0.168105,0.267572,-4.580751,-1.935678,0.691024,0.871173,3.498047,0.279714,-0.162001,0.626494,1.155906,0.219617,-0.282879,2.528639,-1.35641,-0.170824,c1
0.817237,0.39915,1.219609,3.282073,0.779153,0.189748,3.530464,-0.861818,-2.206199,0.439982,0.820148,0.053476,3.038365,0.530225,-2.534806,0.843737,c3
1.7711,0.674291,2.66284,-3.06805,-1.448415,0.815752,-2.621597,1.150148,7.48499,0.383223,0.46701,1.349297,-3.167453,2.238049,-1.079902,1.064071,c4
1.100549,3.755336,-2.171547,1.07388,0.898502,0.214311,-2.664625,-0.772117,-3.031494,0.227172,0.212993,3.706656,-5.026721,-1.796176,-1.485219,0.662533,c3
1.534251,-0.079701,3.720603,-5.177768,0.04583,0.93684,43.59912,0.650349,-1.170399,0.13625,1.174888,-1.025197,-4.137819,0.881492,-1.92468,3.638725,c4
-0.177602,2.734842,-0.932798,1.580463,2.500357,0.484396,1.058942,1.741193,0.856981,1.280181,0.97713,2.231971,-0.365209,-0.616191,4.529638,4.268468,c2
0.131528,0.06703,-4.666571,7.531999,0.794153,0.879306,19.461133,0.943529,3.436111,-0.136596,0.723768,-0.376186,-5.620738,0.748614,-0.847274,2.016245,c4
-0.152321,-1.448422,2.649332,-2.381595,0.151612,0.727138,155.17031,0.545919,0.040299,0.577774,0.532423,0.643111,-3.750795,2.221029,-0.71863,0.820205,c1
-0.950113,-0.724839,-10.690214,-3.814158,0.551291,0.992877,-17.941399,0.708734,-0.932225,0.190916,0.61001,1.046765,-2.12094,0.921542,0.718785,1.627758,c1
-0.418321,2.371789,-4.490122,4.625736,1.188929,0.238052,-1.795198,-1.344937,-0.043016,0.090454,0.479527,1.627229,-0.357835,0.350679,-0.499778,1.495872,c3
0.530396,1.088126,-2.372423,1.570881,2.891692,0.821007,-3.103184,0.753941,-0.726884,0.038625,0.553424,0.549802,-1.903471,-1.028197,-1.324446,3.847203,c4
0.676061,-0.144446,-1.135327,2.224655,0.366257,0.95746,11.318259,0.421067,3.633739,-0.146691,1.167921,0.769929,-2.040496,-1.415668,-2.465273,6.109948,c4
0.576583,3.24254,1.296945,2.748294,0.337986,-0.435579,1.845395,-0.335293,-0.327732,-0.000945,-0.196995,0.933304,-0.120193,-0.793133,-2.841223,-0.2215,c3
0.355178,0.829827,-1.831362,-3.740929,0.612899,0.934536,2.676899,0.48881,-0.046962,0.020241,0.644683,1.266627,-1.876711,2.658967,1.823897,-1.681347,c1
1.162706,1.321088,-2.203774,1.945495,0.195147,0.055353,1.819311,-1.311204,2.721128,0.007824,0.188241,2.460822,-5.553639,-1.827429,0.215333,0.348239,c3
0.059394,3.928826,0.926554,0.437016,-1.644358,0.465061,1.615156,1.691234,1.252505,1.653031,0.381304,1.189077,-6.449875,-0.176387,-2.944022,-1.00647,c2
-0.826099,2.94711,-0.927332,0.213532,1.466917,0.353612,0.322053,1.069068,4.15257,1.746016,1.189008,0.041547,-7.820567,-3.081691,-1.423263,1.190385,c2
-0.713034,0.936972,-6.558092,-3.314982,0.455033,0.724263,31.446345,1.156557,0.557526,-0.03253,1.019477,0.129388,-1.686163,1.843505,0.814857,2.908087,c1
0.225763,1.622912,-3.17378,1.91415,-0.130019,0.677859,-2.164046,0.226842,-4.179833,-0.199391,0.723673,0.146397,-3.11227,2.078341,0.228049,2.799465,c4
0.487204,1.423624,-1.146064,-8.973479,1.434618,0.626091,11.089567,0.563481,3.2799,-0.264238,0.803523,-2.02855,-5.477513,1.796279,-0.444807,1.940871,c4
-0.088762,1.129847,-1.377742,2.968155,0.490596,-0.246654,10.468669,-0.456705,0.273143,-0.012321,-0.007986,1.826318,-1.242535,-0.224893,-1.523255,2.263473,c3
0.843065,0.929963,-8.208715,2.345246,2.349886,0.923914,-0.835347,0.658163,6.056331,-0.036176,0.973275,-1.836195,-5.191147,2.063869,0.750968,4.301705,c4
1.560398,-0.154713,3.340054,9.364547,0.31102,0.774819,-3.624091,1.515676,2.821266,0.046607,0.769274,-1.116039,-3.165316,-1.49949,0.804772,1.858331,c4
0.168993,0.023882,6.410077,5.6663,-1.042026,0.918586,-1.220335,0.809947,3.579657,0.045689,0.508717,-0.800966,-2.815324,-0.226073,-0.270998,2.320775,c4
0.313991,1.446466,-1.1289,0.602817,-1.264577,0.689813,-4.296504,0.696323,-4.486655,0.411476,0.381433,-0.11828,-3.819628,-1.572882,-0.91749,3.314792,c4
-0.2411,0.351774,-1.817854,2.909859,0.153026,0.4798,-1.867792,0.028376,3.404898,0.018783,0.236427,1.001745,2.830339,-2.820745,-0.573315,1.248696,c3
1.020808,2.835013,4.014291,2.404067,0.240208,0.567625,1.804423,-0.131878,3.1138,0.045171,0.150434,0.810457,1.385944,-0.205644,-0.465805,-0.356272,c3
-0.170139,3.037745,-0.488908,0.601457,2.497466,0.494201,-0.09198,1.002536,-2.213514,1.692712,0.365719,3.62378,1.867005,-0.624423,-2.886462,0.610199,c2
0.249448,3.235149,1.959565,-0.108085,1.324061,1.328502,2.792655,1.568253,-2.528652,1.817004,-0.054705,1.614634,-4.220661,-0.961231,0.245486,-1.585385,c2
0.293602,3.787178,-0.453669,0.356362,3.262408,0.234128,-0.427151,0.411596,-1.510741,1.738686,-0.446048,1.210608,-5.002126,-0.925757,4.280582,0.143478,c2
0.797907,0.860131,1.143247,5.060427,-0.157358,0.86609,-4.175418,1.154241,2.835796,0.595731,0.905498,-0.152657,-2.743225,1.662714,8.038948,3.909593,c4
-0.155716,2.605467,0.763866,3.967178,-0.719335,0.314748,0.851306,-0.09023,1.797821,0.097844,-0.072148,0.530056,3.587499,-1.827893,0.361448,-0.101615,c3
1.044743,0.826523,4.106374,-3.973278,0.590482,0.563244,-13.487805,0.524889,-1.853443,-0.381117,1.088635,-0.068236,-1.175381,0.063228,-0.580415,-0.720948,c1
0.78335,0.104074,1.034334,0.243924,0.43237,0.974483,-2.804143,0.567095,-2.491078,0.605717,1.306136,-0.287494,-3.134838,-0.597979,-0.718247,2.928633,c4
1.155922,1.446135,0.477818,3.262104,-0.342312,0.807954,1.454581,-0.03452,1.234906,0.213989,0.547315,0.842303,2.470348,0.441126,-1.52816,-1.088,c3
-0.185714,0.173711,-4.28352,1.986334,1.625812,0.080867,0.849943,0.149066,-2.935318,0.392073,0.855453,-0.036622,3.730117,-1.558206,-1.565865,0.002847,c3
0.41555,4.183944,-0.380304,-2.196321,1.841633,1.492339,0.751219,-0.075078,-1.678757,1.819699,1.226729,0.796805,-6.617036,1.151176,-2.955385,-1.20212,c2
1.062269,0.815581,-4.188292,-1.85095,0.206494,0.588935,-2.80325,0.213364,6.07368,0.752796,1.052078,-0.670569,-3.429296,-0.512612,-0.230652,0.801253,c4
0.124602,0.955144,-3.269339,7.588979,-0.53905,0.731622,-3.167188,0.206381,-1.715244,1.028431,0.526888,-3.319503,-5.963652,2.094995,-0.871827,0.560609,c4
-0.670536,2.383807,-0.768126,0.592213,1.254046,1.03131,-0.009493,-0.201029,-2.444667,1.892808,0.69142,2.694723,-0.654202,-3.078703,-1.099058,-0.491755,c2
-0.370816,0.498982,-0.855381,3.876086,1.67006,-0.214893,-1.848779,0.04063,-0.89062,0.585576,1.212268,2.379852,-0.699794,-2.147908,-3.069833,-1.293241,c3
-0.4432,-1.37163,-6.565731,-2.806177,0.254604,0.530603,42.556455,0.015988,-1.102728,0.048869,1.023124,1.42374,-4.401811,2.864367,-0.781347,2.349564,c1
0.073231,0.945302,-0.618386,-1.366276,0.877023,0.782082,0.926219,-0.177445,-0.118709,1.601502,0.363054,3.256632,0.750623,-0.77826,-0.715913,4.84168,c2
0.947873,2.237325,0.630046,3.483319,1.845318,0.767524,0.185035,-0.560376,-1.865283,0.746345,1.521484,1.088035,0.396505,-2.241462,-2.205505,0.703355,c3
0.063295,1.615165,-0.302704,-1.97525,0.123367,0.518263,-1.927264,0.510867,1.072915,1.032234,0.386486,-1.907156,-4.996069,-0.280099,-0.373379,4.719553,c4
1.02336,-0.086227,-1.818753,-5.845709,0.429731,0.519515,3.435279,0.016954,-0.603089,1.499713,1.109846,-1.466603,-4.153764,0.095842,0.694339,3.360747,c4
-1.368363,-1.058833,0.983817,-2.749874,0.602227,0.676658,147.034704,1.652467,-0.60528,-0.651028,0.975339,-0.318176,-0.847027,2.396118,4.250638,0.890536,c1
0.623362,1.597132,-0.961565,3.704766,1.072166,0.452838,3.787642,0.02649,2.537158,0.960558,1.016003,-0.571067,3.422658,-0.926235,-1.307272,1.119168,c3
1.599021,3.291052,-2.877835,-8.697907,0.274628,0.621312,0.417787,1.002813,6.810661,1.191132,0.866403,-2.201919,-6.565028,-0.003899,5.337362,3.59692,c4
1.179986,1.979455,-3.854696,1.568916,0.149415,0.418809,-0.154513,-0.570251,-2.124421,1.105331,0.868708,3.54185,-4.386095,-0.698807,-2.576489,-0.972521,c3
0.339615,-0.813125,-0.977716,3.700608,0.343885,0.63287,-1.295814,1.412412,1.280764,1.677138,0.436325,-2.997148,-5.709461,0.01217,3.022746,3.27367,c4
-0.57192,0.460194,-1.403563,-3.042024,0.940424,0.861681,65.174569,0.833108,0.348149,-0.650603,1.140316,0.147702,-0.617666,2.270888,1.379909,2.40485,c1
2.350503,-1.279096,0.832476,-1.453573,0.929823,0.761933,131.879531,0.60122,-0.372179,-0.449092,0.876267,-1.194621,0.528267,1.423462,1.263334,-0.070034,c1
1.09862,1.633557,-0.746061,3.22749,1.594987,0.270118,-1.134092,0.221245,4.301228,1.29658,0.799649,2.109788,1.149898,-1.92169,-1.251348,0.759175,c3
0.513534,1.783012,1.134141,-0.826359,2.154202,0.670994,-0.303661,0.069667,2.634856,1.432791,0.123876,1.572868,-5.311418,-1.433151,-0.212549,-2.433569,c2
0.86924,2.723325,3.312929,0.414328,1.950135,-0.055198,-1.258657,-0.040485,4.671414,1.457878,0.831568,1.313232,0.342026,-0.376834,-1.113548,-0.774358,c3
1.030909,0.254793,1.200742,-3.424685,-0.183389,0.757214,-4.581744,0.55846,1.466551,1.596088,1.465747,0.765445,-2.574157,2.408315,5.4888,3.267813,c4
0.266598,3.667886,0.668681,-0.415329,1.304669,0.883952,1.17513,0.931866,-1.0893,1.3081,0.573667,1.813309,-1.612088,1.298971,1.251144,-1.967381,c2
0.224674,2.061309,-2.084777,9.780034,1.772341,0.697486,5.898847,0.668944,7.987658,1.579356,0.032238,-1.700693,-5.75389,-0.496647,-1.708604,0.119796,c4
-0.357156,0.211711,1.991324,-3.095377,0.988347,0.824405,-3.554503,0.469249,-0.4518,-0.299571,1.421236,2.232692,-2.036305,0.914234,3.244037,2.808205,c1
1.337966,-0.280081,-0.471603,-4.497903,0.894544,0.830872,68.837425,0.19606,-1.323423,-0.52971,0.811866,-0.028455,-1.693882,1.022198,0.828645,0.340782,c1
1.066323,2.977438,-0.146502,-1.388405,2.165172,0.232544,3.741564,0.539552,-0.571227,1.328345,1.170808,3.612719,1.874781,-2.488372,-0.53849,-1.876474,c2
0.328033,1.748093,-3.215611,-3.051751,0.654376,0.869015,-16.572587,-0.289235,-0.993472,0.085833,1.137488,0.166643,-1.624712,1.540313,0.066885,2.541963,c1
1.041842,2.633145,2.644114,2.100407,1.122132,-0.079366,-1.169207,-0.410506,0.246984,1.668963,0.842858,1.342575,0.332093,0.216974,-1.49118,2.581407,c3
1.018354,1.646348,-0.963426,2.401999,0.814633,0.541742,0.361442,-0.398655,8.293494,1.814418,0.363813,-0.699668,4.89579,-0.992985,0.636526,-0.942001,c3
-0.282745,1.344295,0.174167,5.34768,1.293249,0.594195,-1.627507,-0.244705,1.722567,1.824727,-0.350134,1.295871,0.018745,-1.149992,-0.650101,-0.867111,c3
0.022025,2.496584,-0.280915,-1.563769,-0.817476,1.043792,-0.189789,0.590292,2.063732,1.025659,0.283005,3.208376,1.092231,-2.183983,4.723338,-0.304821,c2
0.093755,1.233289,1.082764,-1.837516,1.221952,0.653106,1.475119,0.434664,0.802442,0.704059,1.470805,1.427141,-4.268845,-0.050532,-0.723623,-0.342377,c2
0.188363,4.82022,-3.061678,2.044357,-1.1413,-0.465513,5.053839,0.013873,-1.280209,1.917156,0.352894,1.941609,-1.57485,-1.824538,-2.056517,-0.241025,c3
0.041595,1.436398,-2.111291,-7.693757,0.062189,0.627835,0.273763,0.761646,-0.272523,1.864526,0.320359,-0.194998,-3.144292,-0.929376,-1.889401,2.142065,c4
0.27534,0.864267,-0.15047,5.104667,0.047711,0.55152,9.789987,-0.187983,0.828035,1.964149,0.370394,2.5288,-1.623786,0.312877,0.251056,1.280216,c3
-0.069714,1.486092,9.189773,-3.152728,0.101011,0.586127,63.656881,-0.63408,-0.120691,-0.230529,0.855552,-0.54752,-2.389165,1.07174,1.147347,1.653038,c1
0.734111,2.781035,-2.903617,5.203692,-2.199507,0.504373,-3.012386,-0.56469,0.511659,1.913645,0.501286,0.298506,2.394695,-1.741104,-2.605843,0.671093,c3
0.359754,2.702552,-0.931763,4.023265,-1.783969,0.576626,-2.081573,-0.345175,3.777407,1.836621,0.468619,-1.179826,6.241891,-1.636224,-2.324506,-1.271409,c3
1.044737,2.129229,-0.020733,3.929891,1.952121,0.938665,-0.487007,0.483886,5.393707,1.77714,1.368678,2.296683,-0.830819,-0.622787,-3.351004,-1.066548,c3
0.651975,0.844469,-7.679955,-3.300036,0.107185,0.545782,-5.739415,0.196806,-0.401364,0.528493,1.099056,1.40018,-3.273175,2.311059,0.339643,1.454031,c1
1.524859,2.319188,3.521975,6.42176,2.411872,0.557488,-4.369489,0.292849,-4.635602,1.939314,0.202338,-0.021165,-3.522987,-0.190438,-1.597686,4.38548,c4
0.140519,0.941739,0.89866,-6.272549,2.23599,0.910953,-1.726679,0.841092,6.232988,1.395949,0.491636,0.053898,-3.267013,-1.041241,1.78191,2.162806,c4
-0.334074,2.085324,-1.027655,1.033212,1.644474,0.339372,1.985667,0.056871,0.622136,1.634871,1.249374,2.00311,-1.850705,-1.7727,-1.78581,0.010122,c3
0.078168,4.504896,0.456114,-0.455269,-0.811883,1.00325,3.16553,0.289973,2.479544,0.800592,0.931789,0.513237,-5.910889,-0.907751,-0.925899,0.392341,c2
0.981446,2.028112,2.207057,5.943647,0.285725,-0.023832,8.888468,0.125097,4.290198,1.549351,0.575898,-0.164098,1.830593,-1.831763,-2.866375,1.307612,c3
0.620443,2.24907,1.619723,0.673222,2.501234,0.023569,2.676239,1.670697,-1.297551,0.554867,1.218404,2.919211,-1.230077,0.481163,3.225241,-1.625509,c2
0.100025,1.071774,4.416494,1.630941,-1.777946,0.521803,1.649142,0.755978,5.672642,1.413255,0.138046,-1.631359,-5.784243,0.321548,-0.542088,3.314638,c4
1.290764,-1.453132,-2.796182,2.923533,1.530234,0.692028,-2.16804,1.363424,5.862837,1.208785,1.150117,-0.540409,-3.975764,0.727569,-0.584818,2.903129,c4
0.300863,3.701814,1.316238,-0.38867,1.419404,1.380114,-0.004529,0.76885,2.318602,0.44305,0.648579,3.443039,0.917135,-0.139102,-0.076033,-1.024269,c2
1.008509,3.092233,0.732658,-1.587274,2.502467,0.213374,4.779674,1.826748,2.9035,0.276082,0.750431,2.012177,-3.469691,-1.460775,-0.210373,-3.687239,c2
-0.213173,2.210744,4.130208,1.86843,-1.57863,0.435721,7.561288,-0.266128,3.661206,1.2896,1.528479,-0.170117,1.414016,-0.950438,-2.0979,-1.861923,c3
0.381758,1.841539,-2.628363,11.387984,0.961736,0.690057,1.614341,0.998013,3.071205,1.503591,0.238271,-0.5205,-3.779838,0.927906,-1.5769,0.870301,c4
-0.050452,-0.691825,-14.757403,-4.382768,0.59496,0.827781,-7.89379,1.214628,-0.078878,0.477912,1.234828,-0.701266,0.266483,0.957314,0.803984,-0.027189,c1
2.751985,0.795894,-1.989527,-3.02904,0.941552,0.788656,-13.240789,0.415536,0.107216,0.509241,0.280043,-1.155068,-0.564848,1.070958,0.142039,1.264286,c1
1.172246,-0.423762,0.863687,4.482088,2.225635,0.904076,-3.245874,1.028846,1.156721,0.956798,1.19257,-0.817948,-3.775519,0.067668,-0.568043,2.380817,c4
0.923387,1.817672,5.484688,6.660268,-0.468946,0.597446,-0.853453,1.118558,3.668189,0.736056,0.813658,-1.257879,-3.75227,1.469206,0.22554,3.299778,c4
0.285652,0.707329,2.107928,3.070531,-0.050493,-0.34754,-3.44785,-0.049657,-5.084617,1.122802,0.670058,0.40364,4.518358,-0.859875,-2.536317,2.740967,c3
-0.302699,1.022303,0.20457,-2.468343,0.665123,0.763346,376.873168,-0.085523,-1.216227,0.53053,1.064835,0.909624,-1.742972,1.489394,-0.476685,1.39741,c1
0.163546,1.896193,-0.559837,2.033301,-2.030006,1.268523,0.58442,0.98223,3.918063,-0.104781,1.272447,2.555463,-0.624345,-1.353497,-0.972327,1.406139,c2
0.523898,3.858082,0.947742,-0.208139,2.568222,0.923575,0.316001,0.349549,0.661235,-0.030583,0.860094,0.969344,-7.004113,-3.371689,0.138642,-0.207395,c2
-0.674287,-0.796615,1.711505,-3.122015,0.049778,0.965126,-15.424067,-0.487056,0.902531,1.30929,-0.288517,1.328577,-3.037005,1.347608,0.904652,1.881295,c1
-0.736801,4.812311,-0.227252,-0.482609,2.258501,0.873633,1.801215,0.42367,-1.784052,-0.117025,0.892412,2.123746,-2.278194,-1.815562,-1.132976,10.979988,c2
0.846534,-0.098642,1.015766,-2.485549,2.088058,0.828645,-1.881469,0.811218,4.848964,0.894241,1.301386,-0.601931,-2.417458,-0.272207,0.290319,3.156676,c4
-0.213077,2.484206,0.515561,5.360447,-0.070874,0.684032,-0.383401,-0.693508,0.500637,0.937814,0.459394,0.367814,2.010681,-1.309691,-2.802916,0.335594,c3
0.940985,1.572238,-0.832246,4.115266,-0.395475,0.620803,27.978001,-0.328403,4.378197,0.367388,1.036954,-0.987694,-4.332019,0.104147,-1.214619,1.675956,c4
0.097167,1.779839,3.124126,3.061516,1.277915,-0.423633,-0.718274,-0.3924,4.216458,0.782212,1.312957,0.653711,-0.565047,0.100971,-3.511124,2.270493,c3
-0.386657,3.292046,1.976635,0.763445,3.183229,1.120028,1.659146,0.759332,0.008915,-0.18538,1.303551,3.246273,-0.716521,0.233926,-1.100042,-24.647273,c2
0.664674,0.235598,1.408674,-5.297741,-0.054653,0.662715,-5.048143,1.136862,-4.695021,0.290234,0.323853,-1.152282,-4.978838,2.265663,-2.116389,2.55538,c4
0.37929,2.877423,-1.781035,-1.650936,0.079401,0.691558,-1.427954,1.171762,-0.979769,0.086429,0.531585,-2.236304,-5.865413,-0.213555,-0.439931,2.548955,c4
0.717505,1.340692,-0.598637,4.385595,1.324759,0.875509,-0.801161,-0.325433,3.326536,0.613187,0.15046,3.105006,-3.89334,-0.1789,-2.367502,-0.64484,c3
0.065377,-0.237559,1.625216,-3.550067,0.731537,0.788078,142.820381,0.018231,-0.394586,1.286076,-0.105311,-0.159833,1.205094,0.897749,-1.741551,0.729265,c1
0.138904,0.94291,-3.468411,3.820508,-1.529041,0.742559,-3.911072,1.139789,-7.497446,0.245851,0.747828,-0.776403,-3.565928,0.252139,-1.094382,4.6866,c4
-0.839051,3.235786,-0.398233,-0.824698,3.252713,1.195967,3.110999,0.730985,0.030988,-0.06196,0.756546,1.853958,-3.115809,-0.918407,-0.486078,4.560304,c2
-0.089564,0.815495,-2.125054,4.951047,-0.002816,-0.434215,-0.671663,-0.489525,-0.681502,0.361298,0.066641,-0.308075,2.438982,0.645894,-2.080149,-0.270733,c3
0.442964,3.007975,-2.539761,3.414686,1.791256,0.111338,3.438316,-0.618983,2.030384,0.29059,0.528556,2.014636,-1.575399,0.256529,-1.895691,1.487044,c3
-0.070609,0.941248,-0.74532,-1.284883,1.385603,0.566716,1.562554,1.281803,0.591164,0.008235,0.857474,1.373884,-3.844981,0.575394,-0.542991,-0.646263,c2
0.335509,-0.308471,3.520746,10.078112,-0.937011,0.854152,8.969814,0.837094,6.584664,0.156582,0.982316,-0.529376,-4.682047,-1.008253,-3.049826,2.183251,c4
-0.080425,1.606737,-0.479178,-0.716913,0.989673,0.785903,1.808818,1.735171,0.541803,0.027013,0.867877,2.133437,-2.559153,-2.948404,0.639933,-0.294233,c2
0.712226,2.378725,1.308162,1.490794,1.899251,0.485359,1.179786,1.070015,4.267575,0.134714,0.80818,0.686714,-7.307114,-1.666474,-2.106647,-1.323031,c2
0.279234,2.433616,-1.05221,2.62522,1.198687,0.772341,-1.044758,-0.570368,0.859717,0.109136,0.098274,1.372578,1.241166,-1.583454,-0.253372,-0.861569,c3
-0.900275,1.932419,-2.403796,-0.761552,1.905387,1.07091,-0.677997,0.366383,-1.687392,0.357862,0.939179,4.189181,3.394111,-1.494605,0.457778,0.404563,c2
0.580693,-1.318157,9.596832,-5.299875,0.327196,0.755004,-4.017357,-0.700298,0.54933,1.367656,0.068473,-0.274358,0.227032,1.948833,1.529138,0.370689,c1
1.381724,1.606165,-0.813955,3.741992,-1.103585,0.856382,4.973295,1.448597,-0.265351,-0.458499,0.693013,0.301376,-3.477618,1.770644,-0.924171,5.58546,c4
1.045755,0.611702,-4.211161,-4.805173,0.081169,0.708499,-11.598121,-0.24519,-0.147304,1.818152,-0.227124,0.671886,-1.248189,0.820463,0.908959,4.081311,c1
0.483718,-0.775562,-0.894277,-2.973274,0.304468,0.571235,29.972356,0.718905,-0.865636,1.401935,0.07112,1.989849,-3.685884,0.759642,-1.76203,0.98422,c1
-0.88538,-0.722119,10.632679,-3.448139,0.878766,0.656175,37.443122,0.442704,0.609438,1.456188,-0.624386,-0.430201,-1.454211,1.266289,0.310197,0.069055,c1
0.365139,2.387692,-1.902666,2.631363,1.624449,-0.486828,2.42362,-0.017504,1.935604,-0.003144,0.581096,0.733217,0.680065,-0.535465,-1.751723,1.399929,c3
-1.749006,-0.372367,7.429491,-3.702505,0.438366,0.655051,102.909724,0.168611,-1.692281,1.442505,-0.219809,-1.17834,1.535755,2.710441,1.661082,-0.167613,c1
-0.374474,0.442928,2.130959,2.68683,2.505105,-0.22256,6.546603,-0.917649,-3.374298,-0.080331,0.437411,0.639704,1.325887,-1.243517,-2.434982,0.701434,c3
-0.098881,1.257417,1.335473,-0.868987,-0.690812,0.073218,-1.320627,-0.86545,-1.715732,-0.020851,0.275494,2.356318,-1.088286,-2.000708,-0.858706,0.731802,c3
