@relation 'Synthetic_3_train-weka.filters.unsupervised.attribute.Remove-R3,9,12-13,16'

@attribute Dimension_1 numeric
@attribute Dimension_2 numeric
@attribute Dimension_4 numeric
@attribute Dimension_5 numeric
@attribute Dimension_6 numeric
@attribute Dimension_8 numeric
@attribute Dimension_10 numeric
@attribute Dimension_12 numeric
@attribute Dimension_13 numeric
@attribute Dimension_17 numeric
@attribute Dimension_18 numeric
@attribute class {c1,c2,c3,c4}

@data
0.530396,1.088126,1.570881,2.891692,0.821007,-3.103184,0.753941,0.038625,0.553424,-1.028197,-1.324446,c4
0.676061,-0.144446,2.224655,0.366257,0.95746,11.318259,0.421067,-0.146691,1.167921,-1.415668,-2.465273,c4
0.576583,3.24254,2.748294,0.337986,-0.435579,1.845395,-0.335293,-0.000945,-0.196995,-0.793133,-2.841223,c3
0.355178,0.829827,-3.740929,0.612899,0.934536,2.676899,0.48881,0.020241,0.644683,2.658967,1.823897,c1
1.162706,1.321088,1.945495,0.195147,0.055353,1.819311,-1.311204,0.007824,0.188241,-1.827429,0.215333,c3
0.059394,3.928826,0.437016,-1.644358,0.465061,1.615156,1.691234,1.653031,0.381304,-0.176387,-2.944022,c2
-0.826099,2.94711,0.213532,1.466917,0.353612,0.322053,1.069068,1.746016,1.189008,-3.081691,-1.423263,c2
-0.713034,0.936972,-3.314982,0.455033,0.724263,31.446345,1.156557,-0.03253,1.019477,1.843505,0.814857,c1
0.225763,1.622912,1.91415,-0.130019,0.677859,-2.164046,0.226842,-0.199391,0.723673,2.078341,0.228049,c4
0.487204,1.423624,-8.973479,1.434618,0.626091,11.089567,0.563481,-0.264238,0.803523,1.796279,-0.444807,c4
-0.088762,1.129847,2.968155,0.490596,-0.246654,10.468669,-0.456705,-0.012321,-0.007986,-0.224893,-1.523255,c3
0.843065,0.929963,2.345246,2.349886,0.923914,-0.835347,0.658163,-0.036176,0.973275,2.063869,0.750968,c4
1.560398,-0.154713,9.364547,0.31102,0.774819,-3.624091,1.515676,0.046607,0.769274,-1.49949,0.804772,c4
0.168993,0.023882,5.6663,-1.042026,0.918586,-1.220335,0.809947,0.045689,0.508717,-0.226073,-0.270998,c4
0.313991,1.446466,0.602817,-1.264577,0.689813,-4.296504,0.696323,0.411476,0.381433,-1.572882,-0.91749,c4
-0.2411,0.351774,2.909859,0.153026,0.4798,-1.867792,0.028376,0.018783,0.236427,-2.820745,-0.573315,c3
1.020808,2.835013,2.404067,0.240208,0.567625,1.804423,-0.131878,0.045171,0.150434,-0.205644,-0.465805,c3
-0.170139,3.037745,0.601457,2.497466,0.494201,-0.09198,1.002536,1.692712,0.365719,-0.624423,-2.886462,c2
0.249448,3.235149,-0.108085,1.324061,1.328502,2.792655,1.568253,1.817004,-0.054705,-0.961231,0.245486,c2
0.293602,3.787178,0.356362,3.262408,0.234128,-0.427151,0.411596,1.738686,-0.446048,-0.925757,4.280582,c2
0.797907,0.860131,5.060427,-0.157358,0.86609,-4.175418,1.154241,0.595731,0.905498,1.662714,8.038948,c4
-0.155716,2.605467,3.967178,-0.719335,0.314748,0.851306,-0.09023,0.097844,-0.072148,-1.827893,0.361448,c3
1.044743,0.826523,-3.973278,0.590482,0.563244,-13.487805,0.524889,-0.381117,1.088635,0.063228,-0.580415,c1
0.78335,0.104074,0.243924,0.43237,0.974483,-2.804143,0.567095,0.605717,1.306136,-0.597979,-0.718247,c4
1.155922,1.446135,3.262104,-0.342312,0.807954,1.454581,-0.03452,0.213989,0.547315,0.441126,-1.52816,c3
-0.185714,0.173711,1.986334,1.625812,0.080867,0.849943,0.149066,0.392073,0.855453,-1.558206,-1.565865,c3
0.41555,4.183944,-2.196321,1.841633,1.492339,0.751219,-0.075078,1.819699,1.226729,1.151176,-2.955385,c2
1.062269,0.815581,-1.85095,0.206494,0.588935,-2.80325,0.213364,0.752796,1.052078,-0.512612,-0.230652,c4
0.124602,0.955144,7.588979,-0.53905,0.731622,-3.167188,0.206381,1.028431,0.526888,2.094995,-0.871827,c4
-0.670536,2.383807,0.592213,1.254046,1.03131,-0.009493,-0.201029,1.892808,0.69142,-3.078703,-1.099058,c2
-0.370816,0.498982,3.876086,1.67006,-0.214893,-1.848779,0.04063,0.585576,1.212268,-2.147908,-3.069833,c3
-0.4432,-1.37163,-2.806177,0.254604,0.530603,42.556455,0.015988,0.048869,1.023124,2.864367,-0.781347,c1
0.073231,0.945302,-1.366276,0.877023,0.782082,0.926219,-0.177445,1.601502,0.363054,-0.77826,-0.715913,c2
0.947873,2.237325,3.483319,1.845318,0.767524,0.185035,-0.560376,0.746345,1.521484,-2.241462,-2.205505,c3
0.063295,1.615165,-1.97525,0.123367,0.518263,-1.927264,0.510867,1.032234,0.386486,-0.280099,-0.373379,c4
1.02336,-0.086227,-5.845709,0.429731,0.519515,3.435279,0.016954,1.499713,1.109846,0.095842,0.694339,c4
-1.368363,-1.058833,-2.749874,0.602227,0.676658,147.034704,1.652467,-0.651028,0.975339,2.396118,4.250638,c1
0.623362,1.597132,3.704766,1.072166,0.452838,3.787642,0.02649,0.960558,1.016003,-0.926235,-1.307272,c3
1.599021,3.291052,-8.697907,0.274628,0.621312,0.417787,1.002813,1.191132,0.866403,-0.003899,5.337362,c4
1.179986,1.979455,1.568916,0.149415,0.418809,-0.154513,-0.570251,1.105331,0.868708,-0.698807,-2.576489,c3
0.339615,-0.813125,3.700608,0.343885,0.63287,-1.295814,1.412412,1.677138,0.436325,0.01217,3.022746,c4
-0.57192,0.460194,-3.042024,0.940424,0.861681,65.174569,0.833108,-0.650603,1.140316,2.270888,1.379909,c1
2.350503,-1.279096,-1.453573,0.929823,0.761933,131.879531,0.60122,-0.449092,0.876267,1.423462,1.263334,c1
1.09862,1.633557,3.22749,1.594987,0.270118,-1.134092,0.221245,1.29658,0.799649,-1.92169,-1.251348,c3
0.513534,1.783012,-0.826359,2.154202,0.670994,-0.303661,0.069667,1.432791,0.123876,-1.433151,-0.212549,c2
0.86924,2.723325,0.414328,1.950135,-0.055198,-1.258657,-0.040485,1.457878,0.831568,-0.376834,-1.113548,c3
1.030909,0.254793,-3.424685,-0.183389,0.757214,-4.581744,0.55846,1.596088,1.465747,2.408315,5.4888,c4
0.266598,3.667886,-0.415329,1.304669,0.883952,1.17513,0.931866,1.3081,0.573667,1.298971,1.251144,c2
0.224674,2.061309,9.780034,1.772341,0.697486,5.898847,0.668944,1.579356,0.032238,-0.496647,-1.708604,c4
-0.357156,0.211711,-3.095377,0.988347,0.824405,-3.554503,0.469249,-0.299571,1.421236,0.914234,3.244037,c1
1.337966,-0.280081,-4.497903,0.894544,0.830872,68.837425,0.19606,-0.52971,0.811866,1.022198,0.828645,c1
1.066323,2.977438,-1.388405,2.165172,0.232544,3.741564,0.539552,1.328345,1.170808,-2.488372,-0.53849,c2
0.328033,1.748093,-3.051751,0.654376,0.869015,-16.572587,-0.289235,0.085833,1.137488,1.540313,0.066885,c1
1.041842,2.633145,2.100407,1.122132,-0.079366,-1.169207,-0.410506,1.668963,0.842858,0.216974,-1.49118,c3
1.018354,1.646348,2.401999,0.814633,0.541742,0.361442,-0.398655,1.814418,0.363813,-0.992985,0.636526,c3
-0.282745,1.344295,5.34768,1.293249,0.594195,-1.627507,-0.244705,1.824727,-0.350134,-1.149992,-0.650101,c3
0.022025,2.496584,-1.563769,-0.817476,1.043792,-0.189789,0.590292,1.025659,0.283005,-2.183983,4.723338,c2
0.093755,1.233289,-1.837516,1.221952,0.653106,1.475119,0.434664,0.704059,1.470805,-0.050532,-0.723623,c2
0.188363,4.82022,2.044357,-1.1413,-0.465513,5.053839,0.013873,1.917156,0.352894,-1.824538,-2.056517,c3
0.041595,1.436398,-7.693757,0.062189,0.627835,0.273763,0.761646,1.864526,0.320359,-0.929376,-1.889401,c4
0.27534,0.864267,5.104667,0.047711,0.55152,9.789987,-0.187983,1.964149,0.370394,0.312877,0.251056,c3
-0.069714,1.486092,-3.152728,0.101011,0.586127,63.656881,-0.63408,-0.230529,0.855552,1.07174,1.147347,c1
0.734111,2.781035,5.203692,-2.199507,0.504373,-3.012386,-0.56469,1.913645,0.501286,-1.741104,-2.605843,c3
0.359754,2.702552,4.023265,-1.783969,0.576626,-2.081573,-0.345175,1.836621,0.468619,-1.636224,-2.324506,c3
1.044737,2.129229,3.929891,1.952121,0.938665,-0.487007,0.483886,1.77714,1.368678,-0.622787,-3.351004,c3
0.651975,0.844469,-3.300036,0.107185,0.545782,-5.739415,0.196806,0.528493,1.099056,2.311059,0.339643,c1
1.524859,2.319188,6.42176,2.411872,0.557488,-4.369489,0.292849,1.939314,0.202338,-0.190438,-1.597686,c4
0.140519,0.941739,-6.272549,2.23599,0.910953,-1.726679,0.841092,1.395949,0.491636,-1.041241,1.78191,c4
-0.334074,2.085324,1.033212,1.644474,0.339372,1.985667,0.056871,1.634871,1.249374,-1.7727,-1.78581,c3
0.078168,4.504896,-0.455269,-0.811883,1.00325,3.16553,0.289973,0.800592,0.931789,-0.907751,-0.925899,c2
0.981446,2.028112,5.943647,0.285725,-0.023832,8.888468,0.125097,1.549351,0.575898,-1.831763,-2.866375,c3
0.620443,2.24907,0.673222,2.501234,0.023569,2.676239,1.670697,0.554867,1.218404,0.481163,3.225241,c2
0.100025,1.071774,1.630941,-1.777946,0.521803,1.649142,0.755978,1.413255,0.138046,0.321548,-0.542088,c4
1.290764,-1.453132,2.923533,1.530234,0.692028,-2.16804,1.363424,1.208785,1.150117,0.727569,-0.584818,c4
0.300863,3.701814,-0.38867,1.419404,1.380114,-0.004529,0.76885,0.44305,0.648579,-0.139102,-0.076033,c2
1.008509,3.092233,-1.587274,2.502467,0.213374,4.779674,1.826748,0.276082,0.750431,-1.460775,-0.210373,c2
-0.213173,2.210744,1.86843,-1.57863,0.435721,7.561288,-0.266128,1.2896,1.528479,-0.950438,-2.0979,c3
0.381758,1.841539,11.387984,0.961736,0.690057,1.614341,0.998013,1.503591,0.238271,0.927906,-1.5769,c4
-0.050452,-0.691825,-4.382768,0.59496,0.827781,-7.89379,1.214628,0.477912,1.234828,0.957314,0.803984,c1
2.751985,0.795894,-3.02904,0.941552,0.788656,-13.240789,0.415536,0.509241,0.280043,1.070958,0.142039,c1
1.172246,-0.423762,4.482088,2.225635,0.904076,-3.245874,1.028846,0.956798,1.19257,0.067668,-0.568043,c4
0.923387,1.817672,6.660268,-0.468946,0.597446,-0.853453,1.118558,0.736056,0.813658,1.469206,0.22554,c4
0.285652,0.707329,3.070531,-0.050493,-0.34754,-3.44785,-0.049657,1.122802,0.670058,-0.859875,-2.536317,c3
-0.302699,1.022303,-2.468343,0.665123,0.763346,376.873168,-0.085523,0.53053,1.064835,1.489394,-0.476685,c1
0.163546,1.896193,2.033301,-2.030006,1.268523,0.58442,0.98223,-0.104781,1.272447,-1.353497,-0.972327,c2
0.523898,3.858082,-0.208139,2.568222,0.923575,0.316001,0.349549,-0.030583,0.860094,-3.371689,0.138642,c2
-0.674287,-0.796615,-3.122015,0.049778,0.965126,-15.424067,-0.487056,1.30929,-0.288517,1.347608,0.904652,c1
-0.736801,4.812311,-0.482609,2.258501,0.873633,1.801215,0.42367,-0.117025,0.892412,-1.815562,-1.132976,c2
0.846534,-0.098642,-2.485549,2.088058,0.828645,-1.881469,0.811218,0.894241,1.301386,-0.272207,0.290319,c4
-0.213077,2.484206,5.360447,-0.070874,0.684032,-0.383401,-0.693508,0.937814,0.459394,-1.309691,-2.802916,c3
0.940985,1.572238,4.115266,-0.395475,0.620803,27.978001,-0.328403,0.367388,1.036954,0.104147,-1.214619,c4
0.097167,1.779839,3.061516,1.277915,-0.423633,-0.718274,-0.3924,0.782212,1.312957,0.100971,-3.511124,c3
-0.386657,3.292046,0.763445,3.183229,1.120028,1.659146,0.759332,-0.18538,1.303551,0.233926,-1.100042,c2
0.664674,0.235598,-5.297741,-0.054653,0.662715,-5.048143,1.136862,0.290234,0.323853,2.265663,-2.116389,c4
0.37929,2.877423,-1.650936,0.079401,0.691558,-1.427954,1.171762,0.086429,0.531585,-0.213555,-0.439931,c4
0.717505,1.340692,4.385595,1.324759,0.875509,-0.801161,-0.325433,0.613187,0.15046,-0.1789,-2.367502,c3
0.065377,-0.237559,-3.550067,0.731537,0.788078,142.820381,0.018231,1.286076,-0.105311,0.897749,-1.741551,c1
0.138904,0.94291,3.820508,-1.529041,0.742559,-3.911072,1.139789,0.245851,0.747828,0.252139,-1.094382,c4
-0.839051,3.235786,-0.824698,3.252713,1.195967,3.110999,0.730985,-0.06196,0.756546,-0.918407,-0.486078,c2
-0.089564,0.815495,4.951047,-0.002816,-0.434215,-0.671663,-0.489525,0.361298,0.066641,0.645894,-2.080149,c3
0.442964,3.007975,3.414686,1.791256,0.111338,3.438316,-0.618983,0.29059,0.528556,0.256529,-1.895691,c3
-0.070609,0.941248,-1.284883,1.385603,0.566716,1.562554,1.281803,0.008235,0.857474,0.575394,-0.542991,c2
0.335509,-0.308471,10.078112,-0.937011,0.854152,8.969814,0.837094,0.156582,0.982316,-1.008253,-3.049826,c4
-0.080425,1.606737,-0.716913,0.989673,0.785903,1.808818,1.735171,0.027013,0.867877,-2.948404,0.639933,c2
0.712226,2.378725,1.490794,1.899251,0.485359,1.179786,1.070015,0.134714,0.80818,-1.666474,-2.106647,c2
0.279234,2.433616,2.62522,1.198687,0.772341,-1.044758,-0.570368,0.109136,0.098274,-1.583454,-0.253372,c3
-0.900275,1.932419,-0.761552,1.905387,1.07091,-0.677997,0.366383,0.357862,0.939179,-1.494605,0.457778,c2
0.580693,-1.318157,-5.299875,0.327196,0.755004,-4.017357,-0.700298,1.367656,0.068473,1.948833,1.529138,c1
1.381724,1.606165,3.741992,-1.103585,0.856382,4.973295,1.448597,-0.458499,0.693013,1.770644,-0.924171,c4
1.045755,0.611702,-4.805173,0.081169,0.708499,-11.598121,-0.24519,1.818152,-0.227124,0.820463,0.908959,c1
0.483718,-0.775562,-2.973274,0.304468,0.571235,29.972356,0.718905,1.401935,0.07112,0.759642,-1.76203,c1
-0.88538,-0.722119,-3.448139,0.878766,0.656175,37.443122,0.442704,1.456188,-0.624386,1.266289,0.310197,c1
0.365139,2.387692,2.631363,1.624449,-0.486828,2.42362,-0.017504,-0.003144,0.581096,-0.535465,-1.751723,c3
-1.749006,-0.372367,-3.702505,0.438366,0.655051,102.909724,0.168611,1.442505,-0.219809,2.710441,1.661082,c1
-0.374474,0.442928,2.68683,2.505105,-0.22256,6.546603,-0.917649,-0.080331,0.437411,-1.243517,-2.434982,c3
-0.098881,1.257417,-0.868987,-0.690812,0.073218,-1.320627,-0.86545,-0.020851,0.275494,-2.000708,-0.858706,c3
-0.824219,1.778567,-1.348112,1.898574,0.128073,1.015134,0.944861,0.340188,1.060736,-0.741689,-1.153649,c2
0.147929,3.518241,0.376996,-0.58968,1.408705,7.438492,1.071701,0.741697,0.743323,-1.192829,1.050971,c2
0.774231,2.554227,3.164311,0.708988,-0.225842,1.185404,-1.496408,-0.016906,0.455832,-1.275539,-1.597664,c3
0.275211,0.542784,-11.778814,0.608888,0.547012,13.807759,1.328142,-0.50562,0.553971,2.002429,0.302939,c4
0.742452,2.54004,4.25252,1.621073,0.787013,5.426333,-1.063739,0.040554,0.037981,-1.809563,-2.630429,c3
1.158478,0.725547,2.391922,0.71935,0.422358,-0.338841,-1.109,0.119627,0.469143,-1.644275,0.057313,c3
-0.475415,3.051983,1.486195,1.822263,0.442239,-0.685432,1.110091,0.841064,0.91797,-1.130525,-1.173584,c2
0.416739,1.383568,2.958221,-2.331612,0.73425,0.565396,-1.460673,0.28977,0.585764,-2.258959,-0.711774,c3
0.45986,-1.443364,-2.758437,0.814219,0.535817,108.742218,0.510265,1.469173,-0.388743,0.02687,0.730506,c1
0.663635,-1.517251,2.140004,0.974219,0.516325,3.672309,1.440783,-0.006119,0.816507,0.720904,0.023274,c4
2.042049,-0.114213,-3.914544,0.95509,0.870534,46.695503,1.076347,1.434066,-0.311651,0.962538,2.779208,c1
0.434999,2.58075,4.318902,0.806738,0.394645,-2.007699,-0.217514,0.394776,0.691989,-1.329329,-1.391263,c3
0.821814,-0.001136,-4.531996,0.435312,0.699044,-16.928976,0.846578,1.659463,-0.802208,0.670469,2.448458,c1
0.508354,2.839432,3.724247,1.475435,0.900397,0.441297,-0.330665,0.5565,0.970938,-0.208064,-2.102974,c3
0.40725,2.92997,0.609002,2.59296,1.184871,1.816197,0.775568,1.00552,0.961692,-0.970541,-0.146265,c2
0.354614,0.523021,-14.691004,0.770885,0.670698,19.336846,1.03005,-0.397448,0.785368,0.402525,0.38373,c4
0.795936,1.704562,3.170442,0.180835,0.772284,0.687769,-0.356727,0.729439,1.096114,0.160652,-3.05535,c3
1.369071,1.012951,-5.195641,-0.255565,0.973486,0.018347,0.903718,0.047088,1.001721,0.644829,-1.263168,c4
0.808371,-1.294668,-5.374723,0.812215,0.89674,-19.509311,0.311516,1.132448,0.340756,1.119628,0.243312,c1
1.170436,-2.144431,-3.043448,0.265928,0.501916,47.082307,0.051995,1.31421,0.87891,1.548922,-1.21425,c1
0.652981,1.51107,2.74182,1.989574,0.515993,3.269735,0.008054,0.997546,0.734859,0.577084,-2.047251,c3
-0.04943,1.698816,4.633883,-1.598646,0.363245,10.401909,0.92632,1.165378,1.699368,-2.148402,-1.163658,c3
-0.449869,1.086939,-1.707797,0.047954,0.559932,54.728575,0.871648,0.926703,0.529588,1.030695,-1.329124,c1
0.495925,1.871879,3.3269,0.574907,0.973811,1.8514,0.344316,0.061964,0.276385,-1.042407,-0.041576,c4
-0.223341,2.520793,3.501453,0.601619,0.826571,-2.501161,-0.92886,1.37198,0.703047,-2.398837,-2.103751,c3
1.232689,1.108684,-3.469572,-0.063806,0.936361,-2.7193,0.094009,-0.180498,1.11537,-1.956786,-1.717106,c4
1.636406,2.479101,7.504611,0.74527,0.626127,8.372841,0.323672,0.058185,1.284481,0.784802,-1.689771,c4
0.563467,0.698977,4.026162,0.399663,0.335179,-0.247954,-0.499468,1.476402,0.954302,-0.324311,-2.110535,c3
1.778913,3.231467,-4.457413,0.281751,0.693773,0.644573,1.12263,0.16552,0.883804,0.013371,0.505113,c4
0.080374,-0.484038,-2.173183,0.334384,0.917267,-15.930788,0.482682,0.855183,0.639372,2.34904,0.467837,c1
-0.311569,2.706481,3.46827,0.222865,0.361606,-1.057245,-0.325649,1.68683,1.049822,0.554821,-1.651279,c3
-0.12457,3.01682,-0.528978,-1.662509,0.0776,-2.291281,0.64217,1.193672,0.685564,0.745101,-0.760165,c2
-0.323481,2.818368,-0.626188,1.065087,0.694996,2.706259,0.5224,1.443465,0.848423,-0.489345,-1.494142,c2
1.16522,-0.813602,4.402967,1.87505,0.536493,1.608061,-0.74224,1.778164,0.571031,-1.040664,-1.926433,c3
0.652255,0.958583,4.336753,0.424327,0.126104,1.992235,-0.253178,1.834707,1.090167,-1.751679,-2.426111,c3
0.276131,-0.44462,-3.450194,0.579045,0.783489,37.631587,0.186871,0.500629,0.32795,1.912692,-0.338745,c1
0.386559,3.265458,3.190091,-0.62843,-0.350717,-0.367244,-0.168032,1.91315,0.974141,-0.420936,-3.10997,c3
0.224953,1.720764,6.857526,-0.562535,-0.43642,2.567012,-0.238146,1.998534,0.022381,-0.470348,-1.477967,c3
0.956548,-0.0155,-3.239625,0.449105,0.533081,-14.061576,0.337932,0.581382,-0.109163,2.354169,-0.000945,c1
1.18729,-1.241892,10.212679,0.021585,0.553984,-3.089343,1.778714,0.508735,0.918202,1.078323,-1.958719,c4
1.420621,0.0353,5.337532,1.121467,0.982281,-4.020361,1.059151,0.516998,0.886101,0.223543,-1.602687,c4
0.214988,2.161044,4.018077,-0.218319,-0.041789,-0.261875,0.130234,1.950646,0.841748,-0.703172,-0.432295,c3
1.112164,2.370079,0.391683,-0.23132,0.176498,-0.401602,0.402783,1.477033,0.418843,-1.416342,-0.527179,c2
0.29926,-0.678041,-3.629686,0.872178,0.901414,-4.894058,0.115045,0.506243,0.687035,1.891551,-0.086282,c1
1.644286,2.025889,-11.261969,0.000334,0.524539,-3.430571,1.223045,1.104066,0.923846,-0.039124,-0.956456,c4
0.379786,2.956107,2.748823,2.093887,-0.172079,-0.996557,-0.554979,1.861904,0.589614,-0.199517,-2.903428,c3
-0.186962,2.792239,4.495071,2.360425,0.60474,2.000568,0.431558,1.824793,0.616053,-0.947193,-3.205588,c3
0.2454,2.439995,1.579128,1.105438,0.210112,1.292679,0.004339,1.696777,0.856017,-0.077442,-0.331731,c3
1.599203,-0.416277,-1.096583,0.740057,0.701577,-12.723578,0.072058,-0.050224,1.016267,2.201553,2.12746,c1
-0.221735,2.426319,2.53187,1.187783,-0.157009,-1.828853,-0.062906,1.483823,0.806869,-1.148232,-1.917803,c3
0.694631,0.028834,2.832309,-0.007932,-0.115395,0.304443,-0.318643,1.31773,1.07138,-2.525591,-1.7757,c3
0.061933,2.013301,-1.712593,-0.163141,0.799416,-2.127065,0.813658,0.986629,0.642034,1.472863,-1.257061,c4
0.623325,4.309623,0.342107,-0.706208,1.076826,3.523991,1.511414,1.720845,0.403248,-1.423897,5.710153,c2
-0.343568,2.029077,4.123668,-0.411417,0.670436,6.190818,-0.427783,1.17636,0.870171,0.054169,-1.866237,c3
0.208734,2.597124,3.555754,0.548822,0.017886,0.274725,0.149986,0.918535,0.653569,-1.078848,-2.086911,c3
0.809957,-1.161028,2.917735,-0.664093,0.25335,21.529765,-0.103257,0.726186,1.767684,-0.193877,-3.663739,c3
1.061858,1.269693,3.569199,0.498708,0.662107,-1.679237,-0.596954,0.524332,0.582783,-0.366166,-3.223346,c3
0.521367,0.931943,3.604636,0.186208,0.869528,-2.40222,-0.008663,1.246585,0.66976,-0.626581,-0.659379,c4
-0.159576,2.178987,-0.873234,-0.081004,1.486296,-0.295514,1.477685,1.668446,0.334036,-0.754628,-0.484744,c2
0.503241,2.083321,4.311197,0.816759,-0.320593,-0.609432,-1.000156,0.372541,0.504852,-0.700834,-2.665163,c3
0.402683,0.626388,3.303188,-2.083684,0.05308,0.388879,0.377606,0.242281,0.549394,-2.904072,-1.664221,c3
0.48542,0.076044,3.449758,0.981894,0.811526,-1.419679,0.683052,0.083519,0.608313,-0.318857,-4.135551,c3
0.580871,1.602817,-0.601009,1.073243,0.61219,-3.871821,-0.139196,1.556447,1.645308,-0.005083,-0.446286,c4
1.086517,0.77628,-4.575908,0.521337,0.598652,2.467614,0.372356,0.015593,1.15939,1.876746,-0.375312,c1
-0.824647,0.178571,-3.255046,0.252874,0.889898,8.480408,0.209371,-0.179786,0.823385,0.418212,-0.270978,c1
0.248914,2.43227,3.248979,0.36993,0.968858,-0.838775,-0.006084,0.053757,0.226342,-1.495046,-2.770742,c3
0.193264,1.472394,5.015514,1.802392,0.791259,-0.693259,-0.162001,-0.034598,0.572005,-1.454957,-0.513818,c3
0.09488,0.366286,2.208282,0.950104,0.604608,7.228464,0.31415,1.452959,0.781938,0.496397,-0.444029,c4
1.091145,1.073127,3.489092,2.090964,0.827731,3.813107,0.193615,-0.037395,0.62322,-0.711872,-1.583116,c3
1.398198,1.766696,3.619787,1.114713,0.59004,7.195806,1.074281,1.600672,0.60989,-0.72192,0.229994,c4
-0.393827,1.812029,0.055382,0.771871,0.842672,3.833277,1.585213,1.879794,0.169496,-3.606968,6.239687,c2
1.799847,-0.490401,-3.890146,0.544602,0.809134,116.635874,1.009999,-0.62152,1.118456,1.02291,7.054016,c1
1.05919,1.406003,2.077211,1.026078,-0.244818,-1.536617,-0.218245,-0.078933,-0.073838,-2.782918,-2.211312,c3
-0.115071,0.333833,-2.795373,0.434322,0.645534,11.683032,0.663185,-0.032473,0.656462,1.170833,1.7636,c1
-1.678748,3.118958,-0.190399,2.855083,0.49304,1.519365,1.273936,1.736687,0.297193,0.751476,-1.329495,c2
-0.24409,2.950908,2.533605,-1.513068,-0.168801,3.439341,-0.928423,-0.017652,0.703782,-1.104244,-1.708602,c3
-2.02059,2.091324,-1.550838,2.628647,0.656484,2.222278,1.266505,1.69374,0.661712,0.275859,0.090078,c2
-1.048645,0.345045,-3.836234,0.269922,0.744235,53.824857,0.312975,-0.283768,1.018365,1.596613,0.574294,c1
0.78354,0.157404,-2.177364,-1.017972,0.668817,0.319701,1.758975,1.78364,1.105002,2.249074,-1.890932,c4
0.632144,3.61219,2.542628,0.366717,0.803779,2.709621,0.824365,1.850614,0.310902,-3.060748,-1.126591,c2
2.129472,-0.295474,-3.175069,0.562378,0.970776,-15.736954,-0.555852,-0.586075,0.855787,2.18814,1.56508,c1
-1.153877,2.505289,1.45991,0.990291,0.52453,0.01237,1.153397,1.80902,0.4662,0.08524,-0.390214,c2
0.065942,3.711677,1.234035,2.517988,0.202069,1.342473,1.16701,1.47492,0.520608,-3.131215,2.42254,c2
0.536884,2.042314,1.712609,1.21652,0.006852,0.951311,-0.800126,0.109228,0.134838,-1.38983,-1.914224,c3
0.130534,3.019586,1.547823,2.034468,1.434485,0.274253,1.253009,1.536455,0.145096,-1.987829,0.278868,c2
-0.406134,2.451928,2.551705,1.416848,0.165395,-1.074455,-0.984422,0.2374,0.49204,-1.116226,-1.277297,c3
0.205963,-0.240715,10.618872,-0.339947,0.583527,13.861043,0.854853,1.701561,0.88456,2.729966,-0.490236,c4
0.228124,-0.158526,-2.510799,0.514377,0.906071,-16.302212,-0.109461,0.071937,0.701776,2.404374,2.461112,c1
-0.376569,3.044755,-0.314617,-0.787812,1.029518,0.977587,1.464634,1.323683,0.890428,-2.707263,-0.732018,c2
-0.122816,2.945536,-0.813481,3.257695,1.187771,-0.130213,0.404563,1.182801,0.623334,1.030394,3.663255,c2
1.462402,0.555864,0.541177,2.77659,1.025999,0.072513,1.049176,0.955188,1.397846,1.250711,-1.496785,c2
0.430102,1.71195,8.13146,1.02123,0.669519,-2.40692,-1.215887,0.412481,0.776122,-0.352391,-2.62017,c3
-1.584084,-0.34571,-3.176614,0.178118,0.882764,-17.298702,0.119958,0.158052,0.968106,1.238988,0.420287,c1
0.646113,4.094663,2.063981,2.400519,-0.076796,-0.554191,-0.154954,0.523809,0.705228,-1.042705,-2.945778,c3
-0.494374,2.211352,0.799438,2.718163,1.488629,2.194432,1.245478,0.638425,1.073379,-2.714702,1.81458,c2
0.689275,1.637313,2.721847,0.602546,0.820247,4.763675,0.425219,0.783508,0.870753,-2.596673,-2.372307,c3
-0.151472,3.981845,0.991946,1.046281,0.727334,2.330009,1.770462,0.324603,1.162482,-1.373886,0.00599,c2
-0.081104,4.581108,0.450486,3.251318,0.894643,1.442874,2.050993,0.240165,1.074855,-1.600347,-0.455384,c2
0.153992,1.609087,3.14214,0.025644,0.766906,-0.433188,1.52692,1.493843,0.728967,-0.160456,4.607912,c4
1.067217,-0.4006,-4.359022,0.658199,0.546553,-18.271365,0.694203,-0.212082,0.67825,1.980088,-0.167625,c1
0.323152,4.081987,1.525168,0.962917,-0.120801,-1.813846,-0.039314,0.961262,1.480803,-0.90941,-2.048871,c3
1.634352,1.866383,-2.191248,0.482445,0.887615,42.497975,0.53113,0.255548,0.642135,2.530856,-1.489185,c1
-0.066067,0.821171,3.800796,0.523097,0.898862,-1.912766,-0.335547,1.11021,1.265656,-1.132085,1.99687,c3
0.883673,2.498428,1.656061,1.202769,-0.287405,-2.22351,-1.283699,1.347689,0.690541,-0.23157,-1.416888,c3
0.817403,2.173987,-14.243421,0.274226,0.72499,40.34665,1.12328,1.802161,0.460003,1.639865,2.885126,c4
-0.070856,3.077355,-0.554339,4.117173,1.449648,0.011222,1.355581,0.091778,1.202769,-2.06202,0.295644,c2
1.317639,0.530446,-4.729607,0.780201,0.604134,-14.517038,0.408076,-0.018379,0.797021,1.645179,1.991803,c1
