2;58,5008114771544;
12;88,31265140197735;
-1;0,0
1;0,0;
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
3;99,97150312243164;
4;99,84555154832849;
9;99,84398827115916;
8;99,81268329568863;
32;96,83772233983163;
32;96,83772233983163;
6;91,79763701358416;
2;90,88785525495916;
14;90,14687512313569;
3;81,47795217830726;
3;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
0;0,0;
1;0,0;
1;0,0;
-1;0,0
5;94,67727151861601;
3;0,0;
2;86,13867690226901;
-1;0,0
2;0,0;
2;0,0;
2;87,70331966765843;
2;59,32039111799241;
-1;0,0
3;88,04594126697175;
32;96,83772233983163;
3;85,87409577305954;
3;95,56997192324066;
26;99,0528134082168;
7;90,96866643425446;
4;93,1790422898962;
-1;0,0
8;99,89800173901827;
1;0,0;
-1;0,0
6;99,92044342932441;
4;98,55898605169445;
3;93,68637324445405;
4;93,1790422898962;
2;92,86442034975363;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
2;0,0;
-1;0,0
1;0,0;
2;0,0;
-1;0,0
-1;0,0
0;0,0;
-1;0,0
-1;0,0
-1;0,0
6;99,92044342932441;
4;99,898487411482;
10;99,73516386255889;
32;96,83772233983163;
2;93,42957127146042;
3;91,42903564011729;
6;91,34320302333883;
-1;0,0
1;0,0;
0;0,0;
1;0,0;
-1;0,0
1;0,0;
2;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
6;99,92044342932441;
64;97,17710255234094;
208;96,83772233983163;
3;96,42970973252748;
2;94,58815798724733;
2;87,90411384638693;
2;87,14784072828093;
2;83,52061809259848;
2;81,97144746622128;
3;80,59440624784415;
2;72,8062958642207;
2;58,5008114771544;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
2;0,0;
1;0,0;
1;0,0;
1;0,0;
6;99,920493882994;
7;99,81030931684401;
11;99,7673197007609;
5;98,64500744621797;
64;97,17710255234094;
64;97,17710255234094;
2;96,80783364748152;
2;94,00622324752273;
4;92,95398440201484;
2;86,75972171248789;
-1;0,0
-1;0,0
-1;0,0
0;0,0;
-1;0,0
1;0,0;
1;0,0;
-1;0,0
1;0,0;
1;0,0;
6;99,920493882994;
4;99,88043934083544;
9;99,87754069241976;
16;99,75641717663383;
5;99,42446108047746;
19;99,40112208863388;
3;93,69104984174186;
2;92,42979282954593;
2;85,64889558310482;
2;78,0738444433815;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
2;0,0;
2;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
3;99,96490761976735;
4;98,56316147091704;
2;84,58500162272593;
2;79,45516034907585;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
-1;0,0
1;0,0;
2;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
3;99,96490761976735;
8;99,81268329568863;
4;98,55687454304645;
2;95,9610380413899;
3;94,52986968559411;
20;94,51474927416669;
2;91,25335482597356;
2;90,4494656433138;
2;89,93265917178962;
3;86,76403145272202;
2;81,97144746622128;
2;71,2808841851063;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
3;99,96490761976735;
128;96,97665334438804;
32;96,83772233983163;
2;95,59561104180689;
20;94,51474927416669;
2;91,38156648135664;
5;91,12797298625779;
3;85,87409577305954;
5;67,58907417736175;
-1;0,0
1;0,0;
1;0,0;
1;0,0;
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
3;99,99953612047227;
6;99,90200381284272;
7;99,81030931684401;
4;98,55687454304645;
2;97,74065380537715;
3;96,54060711193009;
18;94,68455908452306;
12;93,65426464089681;
5;93,27997853074525;
20;92,15179297267825;
4;91,03951701255384;
5;90,49221286079946;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
0;0,0;
1;0,0;
-1;0,0
14;99,75783628962867;
20;99,82008828957385;
-1;0,0
1;0,0;
1;0,0;
-1;0,0
1;0,0;
4;99,88043934083544;
2;72,8062958642207;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
6;99,90942436707986;
32;96,83772233983163;
2;96,8313787473776;
2;96,01225221014846;
12;91,06197468501738;
8;90,53836449554845;
1;0,0;
2;0,0;
2;0,0;
-1;0,0
-1;0,0
0;0,0;
1;0,0;
-1;0,0
1;0,0;
1;0,0;
2;0,0;
-1;0,0
1;0,0;
-1;0,0
4;99,90975188195183;
4;99,84555154832849;
4;98,55898605169445;
64;97,17710255234094;
32;96,83772233983163;
15;95,21704954214475;
2;92,94663201016702;
3;91,36660325008215;
3;90,47137446688934;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
1;0,0;
2;0,0;
1;0,0;
-1;0,0
0;0,0;
-1;0,0
1;0,0;
4;99,90975188195183;
14;99,81406901975234;
7;99,81030931684401;
18;99,26719501674519;
2;97,76000860155045;
6;97,7543677177799;
2;88,92360019600576;
2;76,82403620978788;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
1;0,0;
4;99,90975188195183;
16;99,75641717663383;
13;99,33447858840435;
4;96,1730459846328;
7;93,41180580256461;
4;93,1790422898962;
6;91,37601571899432;
2;88,92360019600576;
3;83,10728791340652;
2;72,8062958642207;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
0;0,0;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
1;0,0;
4;99,90975188195183;
8;99,28717937610084;
64;97,17710255234094;
32;96,83772233983163;
2;96,22470100570901;
18;94,68455908452306;
3;94,17713130283451;
18;93,79055367776702;
2;90,65406128629901;
2;85,57892775599049;
3;83,10728791340652;
3;67,5510354001294;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
4;99,90975188195183;
64;97,17710255234094;
2;95,3200882457952;
3;93,69104984174186;
2;88,92360019600576;
2;86,19273487341113;
2;81,97144746622128;
2;72,8062958642207;
1;0,0;
0;0,0;
1;0,0;
1;0,0;
3;0,0;
1;0,0;
1;0,0;
2;0,0;
0;0,0;
-1;0,0
2;0,0;
0;0,0;
6;99,92457343487146;
6;99,9066463727876;
14;99,75783628962867;
2;96,19168498752694;
20;94,51474927416669;
3;93,95483866300134;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
2;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
6;99,92457343487146;
6;99,92456326694385;
12;99,86133976087113;
32;96,83772233983163;
32;96,83772233983163;
2;95,419422666515;
3;94,52986968559411;
15;94,00339143289511;
3;91,50939658762373;
2;81,97144746622128;
2;80,09369028237381;
2;0,0;
2;0,0;
0;0,0;
1;0,0;
0;0,0;
-1;0,0
3;0,0;
-1;0,0
1;0,0;
6;99,92457343487146;
5;99,86689226862417;
64;97,17710255234094;
2;95,21787205125737;
4;93,1790422898962;
3;91,92288867639728;
2;85,93784724390426;
3;83,06245157329074;
2;76,82403620978788;
2;72,8062958642207;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
2;0,0;
1;0,0;
1;0,0;
2;0,0;
-1;0,0
4;99,89269623319693;
5;98,64500744621797;
3;95,10544854782815;
2;0,0;
4;96,1730459846328;
6;99,9066463727876;
24;99,7120413945758;
3;83,06245157329074;
7;99,84898752809029;
3;93,93853852702951;
1;0,0;
-1;0,0
6;92,8327293505766;
1;0,0;
-1;0,0
-1;0,0
2;92,26994021130643;
4;99,82291382954496;
-1;0,0
6;99,9066463727876;
7;99,86722870778947;
10;99,40732444730463;
64;97,17710255234094;
2;94,49850072132871;
39;91,13622360418866;
3;81,47795217830726;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
1;0,0;
-1;0,0
6;99,9066463727876;
5;99,77675873516661;
16;99,75641717663383;
10;99,63070025854944;
4;98,55687454304645;
32;96,83772233983163;
2;96,82819260152225;
3;90,54634598379292;
2;81,97144746622128;
2;79,15861737407556;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
6;99,9066463727876;
9;99,87754069241976;
6;99,84051664220392;
32;96,83772233983163;
2;93,51207665320806;
3;89,8618250875985;
2;57,06689804536978;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
0;0,0;
1;0,0;
2;0,0;
1;0,0;
-1;0,0
-1;0,0
4;99,92657274071996;
7;99,89602228197475;
10;99,75219528171088;
32;96,83772233983163;
32;96,83772233983163;
3;93,69104984174186;
3;85,12099512946196;
2;83,52061809259848;
2;83,52061809259848;
2;57,06689804536978;
2;0,0;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
-1;0,0
3;0,0;
-1;0,0
2;0,0;
-1;0,0
4;99,92657274071996;
13;99,74336935119712;
17;99,2980542122583;
2;96,81381318705266;
2;96,14078672292248;
2;95,12563540368836;
16;93,55954828742658;
7;90,96866643425446;
16;90,93007596462749;
3;86,54912707945283;
3;80,59440624784415;
-1;0,0
-1;0,0
2;0,0;
-1;0,0
-1;0,0
2;0,0;
-1;0,0
-1;0,0
1;0,0;
4;99,92657274071996;
6;99,9066463727876;
5;99,86689226862417;
9;99,8405171883964;
5;98,83663745965782;
2;95,59561104180689;
2;87,35592546209843;
2;86,91876466468722;
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
2;0,0;
3;0,0;
-1;0,0
-1;0,0
2;0,0;
-1;0,0
-1;0,0
4;99,92657274071996;
6;99,90942436707986;
5;99,42446108047746;
9;98,37993897955731;
42;94,16081718527306;
2;57,06689804536978;
-1;0,0
1;0,0;
-1;0,0
2;0,0;
3;0,0;
-1;0,0
2;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
1;0,0;
1;0,0;
1;0,0;
4;99,92657274071996;
6;99,90955777262309;
7;99,87156593021867;
7;99,87156593021867;
16;99,32956030958002;
208;96,83772233983163;
20;94,51474927416669;
2;0,0;
1;0,0;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
2;0,0;
2;0,0;
-1;0,0
-1;0,0
4;99,92657274071996;
6;99,90824662519503;
4;99,88043934083544;
15;99,33865290191775;
17;99,2980542122583;
6;94,96501347421665;
40;94,19987171259308;
6;94,16320386794371;
3;90,54634598379292;
2;85,59320670111265;
3;80,59440624784415;
3;78,51227106009122;
-1;0,0
2;0,0;
2;0,0;
-1;0,0
-1;0,0
2;0,0;
-1;0,0
-1;0,0
3;91,36660325008215;
1;0,0;
2;0,0;
7;99,90541087854194;
-1;0,0
2;86,40083416650165;
1;0,0;
0;0,0;
1;0,0;
6;92,8327293505766;
2;95,419422666515;
1;0,0;
128;96,97665334438804;
4;92,95398440201484;
2;0,0;
-1;0,0
4;93,1790422898962;
-1;0,0
32;96,83772233983163;
0;0,0;
7;99,90541087854194;
6;99,84051664220392;
7;99,81030931684401;
19;99,40112208863388;
19;99,40112208863388;
32;96,83772233983163;
208;96,83772233983163;
3;93,69104984174186;
12;90,71313819733615;
2;90,17442724663411;
2;83,52061809259848;
2;83,52061809259848;
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
1;0,0;
4;99,92267261034615;
6;99,90942436707986;
8;99,89800173901827;
7;99,8482594697127;
15;99,33865290191775;
20;94,51474927416669;
3;94,20368114964137;
2;93,3615241879178;
2;85,6082804118542;
2;57,06689804536978;
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
0;0,0;
2;0,0;
3;0,0;
-1;0,0
4;99,9244922296626;
4;99,90975188195183;
10;99,85249405769227;
9;99,8405171883964;
22;99,79977624513772;
11;99,7673197007609;
16;99,75641717663383;
8;99,28717937610084;
4;98,60107425299621;
2;83,52061809259848;
2;83,50353879125615;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
4;99,9244922296626;
4;99,92267261034615;
8;99,89800173901827;
2;81,97144746622128;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
1;0,0;
0;0,0;
-1;0,0
-1;0,0
0;0,0;
-1;0,0
-1;0,0
-1;0,0
2;0,0;
-1;0,0
-1;0,0
4;99,9244922296626;
4;99,91732068147311;
8;99,91279727537542;
4;99,89269623319693;
2;96,8313787473776;
18;94,68455908452306;
2;85,32724242398487;
2;84,58500162272593;
2;74,77436710860138;
-1;0,0
1;0,0;
1;0,0;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
4;99,9244922296626;
8;99,91279727537542;
22;99,73261745883217;
19;99,40112208863388;
128;96,97665334438804;
2;96,80783364748152;
2;92,8927191000566;
2;92,09124441936045;
3;86,71158618577542;
3;75,73311587668873;
-1;0,0
0;0,0;
-1;0,0
1;0,0;
-1;0,0
2;0,0;
-1;0,0
2;0,0;
1;0,0;
-1;0,0
4;99,92657274071996;
11;99,83958282661071;
13;99,74336935119712;
17;99,2980542122583;
2;96,87648358177951;
2;96,2918951621796;
2;94,85805171161066;
2;93,83386767717516;
2;89,55196095730574;
2;79,45516034907585;
2;72,8062958642207;
-1;0,0
-1;0,0
3;0,0;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
-1;0,0
4;99,92657274071996;
10;99,73516386255889;
64;97,17710255234094;
3;95,19291876078228;
2;92,04546894738667;
2;91,71297564380787;
3;89,57236357953198;
3;80,59440624784415;
2;78,0738444433815;
2;58,5008114771544;
-1;0,0
-1;0,0
1;0,0;
2;0,0;
1;0,0;
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
4;99,92657274071996;
6;99,9066463727876;
13;99,74336935119712;
16;99,32956030958002;
3;96,81333063528547;
2;91,39081171800339;
2;86,36511170698662;
2;81,97144746622128;
2;81,97144746622128;
2;73,04227426080885;
2;72,8062958642207;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
0;0,0;
-1;0,0
0;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
6;99,90692748317966;
-1;0,0
-1;0,0
1;0,0;
16;93,55954828742658;
2;87,87707064203306;
2;96,18614262936005;
-1;0,0
-1;0,0
1;0,0;
2;74,77436710860138;
-1;0,0
4;99,9244922296626;
32;96,83772233983163;
3;99,96490761976735;
4;99,92657274071996;
3;99,99953612047227;
4;99,92657274071996;
4;99,92267261034615;
6;99,9066463727876;
2;97,74353158796738;
2;96,88260156805725;
16;93,5074875904839;
2;89,09688001778584;
12;88,31265140197735;
2;74,77436710860138;
-1;0,0
0;0,0;
-1;0,0
-1;0,0
-1;0,0
2;0,0;
-1;0,0
-1;0,0
-1;0,0
2;0,0;
3;99,99953612047227;
6;99,90942436707986;
11;99,83958282661071;
14;99,81406901975234;
14;93,97306412050442;
7;93,41180580256461;
2;92,26275599931645;
9;91,48588795580201;
2;90,58922978971515;
3;90,54634598379292;
2;87,21122235949551;
1;0,0;
0;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
3;99,99953612047227;
3;99,99642526878894;
7;99,8482952323366;
9;99,8405171883964;
64;97,17710255234094;
32;96,83772233983163;
3;94,07413625963935;
5;93,33660741016475;
8;91,89906417950387;
2;0,0;
-1;0,0
1;0,0;
1;0,0;
2;0,0;
1;0,0;
-1;0,0
1;0,0;
-1;0,0
2;0,0;
-1;0,0
3;99,99953612047227;
6;99,92456326694385;
4;95,19114320237995;
3;94,07413625963935;
3;86,76403145272202;
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
2;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
3;99,99953612047227;
10;99,75219528171088;
2;96,35810033707527;
2;95,55761771349147;
6;92,8327293505766;
2;88,92360019600576;
2;86,24325910509005;
2;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
3;0,0;
2;0,0;
1;0,0;
1;0,0;
-1;0,0
1;0,0;
1;0,0;
-1;0,0
3;99,99953612047227;
6;99,920493882994;
4;99,81586389013135;
7;99,81030931684401;
64;97,17710255234094;
128;96,97665334438804;
3;96,81333063528547;
14;93,97306412050442;
4;91,66822060382542;
2;91,35234590364459;
2;81,97144746622128;
2;81,97144746622128;
3;67,5510354001294;
-1;0,0
1;0,0;
-1;0,0
2;0,0;
-1;0,0
-1;0,0
-1;0,0
3;99,99953612047227;
6;99,92456326694385;
17;99,2980542122583;
14;98,23295028158743;
64;97,17710255234094;
12;93,65426464089681;
2;88,67197836892605;
3;85,57085428211906;
3;67,5510354001294;
2;59,32039111799241;
1;0,0;
2;0,0;
1;0,0;
1;0,0;
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
2;0,0;
3;99,99953612047227;
6;99,92456326694385;
11;99,83557699370739;
14;93,97306412050442;
2;92,93696418146217;
2;91,47723082500544;
3;85,87409577305954;
2;79,15861737407556;
2;77,82501702633262;
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
3;99,99953612047227;
6;99,9066463727876;
7;99,89602228197475;
7;99,89015476579081;
7;99,87156682732171;
5;99,42446108047746;
3;96,42970973252748;
3;94,52986968559411;
3;85,87409577305954;
2;72,8062958642207;
1;0,0;
1;0,0;
-1;0,0
1;0,0;
0;0,0;
1;0,0;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
14;97,93063606511282;
20;94,51474927416669;
5;99,42446108047746;
-1;0,0
32;96,83772233983163;
2;80,09369028237381;
2;93,9534411852036;
2;57,06689804536978;
1;0,0;
1;0,0;
2;83,50353879125615;
4;99,84555154832849;
2;95,36000354842278;
4;99,88513969315656;
3;0,0;
4;87,97111170194273;
20;94,51474927416669;
3;94,07413625963935;
-1;0,0
3;0,0;
6;99,90942436707986;
6;99,90942436707986;
7;99,89602228197475;
7;99,81030931684401;
5;99,42446108047746;
2;95,419422666515;
3;85,87409577305954;
8;85,25422641519903;
2;84,46124964148835;
2;69,43568160114751;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
4;99,92657274071996;
8;99,89800173901827;
32;96,83772233983163;
2;93,8471316609381;
3;88,88285570896139;
2;83,52061809259848;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
4;99,92657274071996;
2;94,72943733796897;
16;93,55954828742658;
16;93,5074875904839;
2;84,58500162272593;
2;59,32039111799241;
-1;0,0
-1;0,0
-1;0,0
3;0,0;
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
4;99,92657274071996;
6;99,90942436707986;
2;95,59561104180689;
3;91,36660325008215;
3;91,36660325008215;
9;90,6879551172075;
3;81,47795217830726;
2;78,0738444433815;
2;0,0;
-1;0,0
1;0,0;
3;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
2;0,0;
4;99,92657274071996;
6;99,920493882994;
4;99,85609692170941;
10;99,84922475187294;
2;99,66045929272136;
32;96,83772233983163;
32;96,83772233983163;
32;96,83772233983163;
8;93,1052957795768;
3;91,36660325008215;
2;84,04302910242151;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
1;0,0;
2;0,0;
3;0,0;
-1;0,0
1;0,0;
4;99,92657274071996;
6;99,92044342932441;
4;99,91732068147311;
5;99,83541440355964;
5;99,83065365800098;
2;87,02851970104261;
2;85,47995935809728;
2;83,52061809259848;
2;0,0;
-1;0,0
-1;0,0
1;0,0;
2;0,0;
2;0,0;
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
2;0,0;
4;99,92657274071996;
18;99,26719501674519;
2;94,60878283027908;
9;91,48588795580201;
2;90,55545751684865;
2;89,70870792542603;
2;87,2458446022848;
3;83,10728791340652;
1;0,0;
-1;0,0
-1;0,0
0;0,0;
1;0,0;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
1;0,0;
2;0,0;
4;99,92657274071996;
6;99,90200381284272;
4;99,88043934083544;
7;99,87156682732171;
3;89,8618250875985;
2;0,0;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
2;0,0;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
4;99,92657274071996;
7;99,87156593021867;
7;99,81030931684401;
8;99,17552312558824;
2;87,96587899160329;
2;86,09047810004363;
2;85,74674272742038;
3;83,06245157329074;
-1;0,0
2;0,0;
2;0,0;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
1;0,0;
1;0,0;
-1;0,0
-1;0,0
3;0,0;
16;99,40483197777999;
2;0,0;
1;0,0;
-1;0,0
6;99,92044342932441;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
2;91,62096570196067;
3;94,07413625963935;
1;0,0;
0;0,0;
-1;0,0
3;75,73311587668873;
-1;0,0
6;98,75976804826053;
-1;0,0
1;0,0;
6;99,92044342932441;
4;98,55898605169445;
3;93,69104984174186;
2;90,29335357150336;
3;86,71158618577542;
3;85,87409577305954;
2;58,5008114771544;
-1;0,0
1;0,0;
1;0,0;
1;0,0;
0;0,0;
-1;0,0
2;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
3;0,0;
1;0,0;
6;99,92044342932441;
5;99,83541440355964;
19;99,40112208863388;
32;96,83772233983163;
3;96,81333063528547;
14;93,97306412050442;
16;93,55954828742658;
10;92,7186573592648;
2;88,60654292156985;
-1;0,0
0;0,0;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
1;0,0;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
6;99,92044342932441;
7;99,8482952323366;
4;99,84555154832849;
13;99,33447858840435;
9;98,27814313026856;
2;95,5221311749619;
2;95,3200882457952;
20;94,51474927416669;
3;85,87409577305954;
3;83,10728791340652;
2;81,97144746622128;
2;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
6;99,92044342932441;
4;99,90975188195183;
64;97,17710255234094;
128;96,97665334438804;
32;96,83772233983163;
2;86,24722271745634;
2;79,45516034907585;
0;0,0;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
0;0,0;
4;99,92267261034615;
6;99,90200381284272;
4;99,88513969315656;
6;98,81922059558264;
3;94,52986968559411;
20;94,51474927416669;
3;93,69104984174186;
2;93,14452118160666;
6;90,6065616613223;
2;83,94495727751465;
2;77,82501702633262;
0;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
4;99,92267261034615;
7;99,87156682732171;
64;97,17710255234094;
2;96,86734255161682;
3;83,06245157329074;
2;76,82403620978788;
2;76,82403620978788;
1;0,0;
-1;0,0
-1;0,0
2;0,0;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
1;0,0;
1;0,0;
1;0,0;
-1;0,0
1;0,0;
4;99,92267261034615;
6;99,90692748317966;
6;99,90200436556943;
3;94,8852166678983;
125;93,96462909718547;
4;93,86278276533815;
3;0,0;
2;0,0;
-1;0,0
-1;0,0
-1;0,0
0;0,0;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
2;0,0;
4;99,92267261034615;
6;99,90200381284272;
4;99,89269623319693;
2;95,419422666515;
3;94,5301723610224;
2;93,51336579213154;
3;93,0486617561738;
2;79,45516034907585;
3;67,5510354001294;
0;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
3;0,0;
1;0,0;
4;99,92267261034615;
4;99,90975188195183;
6;99,90942436707986;
4;99,88043934083544;
7;99,8482952323366;
18;94,68455908452306;
2;83,52061809259848;
2;83,52061809259848;
2;81,97144746622128;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
1;0,0;
32;96,83772233983163;
2;92,31491105985934;
-1;0,0
5;98,83663745965782;
1;0,0;
20;94,51474927416669;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
64;97,17710255234094;
-1;0,0
-1;0,0
32;96,83772233983163;
2;88,35659437660993;
-1;0,0
1;0,0;
7;99,8482594697127;
2;56,946621042087365;
-1;0,0
7;99,8482594697127;
32;96,83772233983163;
2;96,18633674942816;
18;94,68455908452306;
20;94,51474927416669;
20;89,7467909928829;
2;87,34679902423244;
-1;0,0
-1;0,0
-1;0,0
0;0,0;
-1;0,0
0;0,0;
2;0,0;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
1;0,0;
1;0,0;
4;99,92657274071996;
6;99,92044342932441;
7;99,81030931684401;
7;99,5135857932445;
119;93,89585910531108;
3;93,69104984174186;
3;86,54989307343564;
2;84,58500162272593;
2;84,31528272236967;
2;76,82403620978788;
-1;0,0
2;0,0;
1;0,0;
-1;0,0
-1;0,0
1;0,0;
2;0,0;
1;0,0;
3;0,0;
1;0,0;
4;99,92657274071996;
6;99,92457343487146;
16;99,40483197777999;
32;96,83772233983163;
2;96,76492275958687;
8;92,64949010907728;
3;91,2087352979434;
3;80,59440624784415;
2;0,0;
2;0,0;
1;0,0;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
1;0,0;
2;0,0;
-1;0,0
4;99,92657274071996;
4;99,81586389013135;
128;96,97665334438804;
3;95,90932755271821;
8;95,11556829986509;
2;92,94663201016702;
3;92,01838561172073;
4;91,13182747908736;
-1;0,0
-1;0,0
-1;0,0
0;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
-1;0,0
2;0,0;
4;99,92657274071996;
6;99,92456326694385;
8;99,89800173901827;
7;99,89602228197475;
32;96,83772233983163;
12;89,98309093741041;
2;88,67197836892605;
2;88,35641548100376;
-1;0,0
1;0,0;
1;0,0;
-1;0,0
1;0,0;
1;0,0;
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
1;0,0;
4;99,92657274071996;
7;99,90541087854194;
7;99,8482952323366;
4;99,84555154832849;
64;97,17710255234094;
3;93,3859229747786;
3;91,36660325008215;
2;85,60888761784686;
2;79,45516034907585;
1;0,0;
2;0,0;
1;0,0;
2;0,0;
-1;0,0
2;0,0;
-1;0,0
-1;0,0
1;0,0;
3;0,0;
-1;0,0
4;99,92657274071996;
3;94,20368114964137;
2;86,6053595633637;
2;81,97144746622128;
2;80,09369028237381;
2;56,946621042087365;
0;0,0;
-1;0,0
-1;0,0
1;0,0;
-1;0,0
-1;0,0
-1;0,0
1;0,0;
-1;0,0
1;0,0;
-1;0,0
1;0,0;
1;0,0;
-1;0,0
3;99,99953612047227;
7;99,87156593021867;
4;99,82291382954496;
2;96,89686467547025;
32;96,83772233983163;
4;93,86278276533815;
2;92,94460348636217;
