region-centroid-col	region-centroid-row	vedge-mean	vegde-sd	hedge-mean	hedge-sd	intensity-mean	rawred-mean	rawblue-mean	rawgreen-mean	exred-mean	exblue-mean	exgreen-mean	value-mean	saturation-mean	hue-mean
73	117	155.556	0.962964	0.611111	0.774074	133.333	0.222222	355.556	0.222222	-333.333	666.667	-333.333	355.556	0.968254	-20.944
73	201	0.722223	0.64693	444.444	245.553	587.037	528.889	722.222	51	-174.444	405.556	-231.111	722.222	0.294187	-199.774
240	75	292.222	749.763	102.222	990.963	38.037	297.778	506.667	336.667	-247.778	378.889	-131.111	506.667	0.464912	-228.419
86	187	111.111	0.720082	144.444	0.750309	137.407	116.667	103.333	192.222	-622.222	-102.222	164.444	192.222	0.463329	194.146
103	216	1.5	0.566667	0.833333	118.889	707.407	511.111	5	111.111	-588.889	-622.222	121.111	111.111	0.593124	20.793
44	233	222.222	214.649	211.111	132.777	144.815	125.556	113.333	195.556	-577.778	-944.444	152.222	195.556	0.422174	19.504
108	123	0.611111	0.240741	0.666667	0.266667	674.074	822.222	8	4	444.444	377.778	-822.222	844.444	0.524471	-0.985729
166	66	0.777777	0.655461	527.778	495.947	416.296	405.556	463.333	38	-322.222	141.111	-108.889	463.333	0.178875	-174.855
92	46	0.611112	0.240742	111.111	100.741	107.519	938.889	128.889	997.778	-408.889	641.111	-232.222	128.889	0.271501	-227.085
217	45	0.888888	0.207408	155.556	0.829628	121.519	111.111	137.333	116.111	-312.222	474.444	-162.222	137.333	0.190912	-229.267
75	240	244.444	195.126	211.111	136.083	211.481	17	178.889	285.556	-124.444	-977.778	222.222	285.556	0.417218	217.552
76	249	205.556	206.296	233.333	551.111	133.704	122.222	131.111	147.778	-344.444	-0.777778	422.222	15	0.203249	256.344
67	40	0.666665	0.516397	0.666667	0.699204	110.037	953.333	129	105.778	-441.111	568.889	-127.778	129	0.260966	-241.946
134	191	138.889	130.668	144.444	108.866	616.667	547.778	766.667	535.556	-206.667	45	-243.333	766.667	0.302994	-204.128
117	44	127.778	0.240742	133.333	0.31111	106	93	126.778	982.222	-39	623.333	-233.333	126.778	0.266391	-225.558
189	79	272.222	232.963	133.333	0.755556	414.074	38	496.667	365.556	-102.222	247.778	-145.556	496.667	0.265535	-198.458
98	135	0.611111	0.151852	105.556	0.374074	57.037	744.444	644.444	322.222	522.222	222.222	-744.444	744.444	0.565476	-0.787376
31	62	183.333	0.833334	183.333	0.966668	211.852	205.556	272.222	157.778	-188.889	181.111	-162.222	272.222	0.419469	-165.012
156	188	427.778	231.341	5	374.759	612.593	551.111	756.667	53	-184.444	432.222	-247.778	756.667	0.300242	-199.775
226	176	305.555	327.561	238.889	287.067	569.259	504.444	714.444	488.889	-194.444	435.556	-241.111	714.444	0.315862	-202.178
106	65	222.222	165.552	227.778	0.827759	606.296	536.667	745.556	536.667	-208.889	417.778	-208.889	745.556	0.287325	-209.104
40	17	127.778	0.95258	144.445	110.889	705.185	624.444	865.556	625.556	-242.222	481.111	-238.889	865.556	0.286238	-209.852
191	101	111.111	0.779363	111.111	118.634	45.037	39	571.111	39	-181.111	362.222	-181.111	571.111	0.322733	-20.943
94	67	255.556	336.296	155.556	118.519	237.407	228.889	307.778	175.556	-255.556	211.111	-185.556	307.778	0.429897	-167.017
176	187	177.778	160.093	233.333	20.221	547.778	49	68	473.333	-173.333	396.667	-223.333	68	0.304126	-200.961
42	135	0.388889	0.151852	0.444444	0.162963	240.741	133.333	511.111	0.777778	-322.222	811.111	-488.889	511.111	0.849735	-197.219
193	142	0.388889	0.062963	172.222	0.151852	481.482	677.778	522.222	244.444	588.889	122.222	-711.111	677.778	0.646164	-0.675123
68	135	0.833333	0.477778	0.333333	0.266667	622.222	4	104.444	422.222	-666.667	126.667	-6	104.444	0.617593	-212.552
242	89	0.5	0.477778	0.944445	0.551852	181.481	0.777778	411.111	0.555556	-311.111	688.889	-377.778	411.111	0.896296	-204.226
215	235	138.889	106.284	105.556	0.490653	918.519	677.778	8	127.778	-722.222	-355.556	107.778	127.778	0.482192	231.076
132	134	266.667	315.556	1.5	154.444	618.518	222.222	114.444	488.889	-118.889	157.778	-388.889	114.444	0.833935	-238.661
134	187	188.889	151.535	211.111	178.471	593.704	526.667	741.111	513.333	-201.111	442.222	-241.111	741.111	0.307458	-203.348
18	90	105.556	0.374074	0.666667	0.222222	281.481	0.555556	688.889	1	-677.778	122.222	-544.444	688.889	0.926146	-216.432
59	141	238.889	15.408	216.667	127.802	126.667	788.889	185.556	115.556	-143.333	176.667	-333.333	185.556	0.585775	-245.157
219	176	211.111	185.792	511.111	284.149	602.963	533.333	756.667	518.889	-208.889	461.111	-252.222	756.667	0.314462	-203.065
51	64	17.5	120.646	0.666667	0.699206	40	352.222	501.111	346.667	-143.333	303.333	-16	501.111	0.310101	-203.027
24	205	222.222	158.699	238.889	248.924	560.741	497.778	697.778	486.667	-188.889	411.111	-222.222	697.778	0.303912	-203.826
84	200	472.222	270.322	2.5	153.116	566.667	506.667	702.222	491.111	-18	406.667	-226.667	702.222	0.300817	-201.537
22	57	0.888888	0.740742	0.666665	0.488889	126.111	115.778	140.444	122.111	-31	43	-12	140.444	0.175605	-236.251
174	188	288.889	288.033	361.111	223.524	504.074	454.444	62	437.778	-148.889	347.778	-198.889	62	0.293991	-199.507
57	199	383.333	264.785	638.889	346.677	54.963	478.889	692.222	477.778	-212.222	427.778	-215.556	692.222	0.317006	-208.475
68	198	288.889	288.033	305.556	287.067	580.741	514.444	718.889	508.889	-198.889	414.444	-215.556	718.889	0.291301	-206.489
32	95	127.778	104.074	222.222	30.963	314.815	0.777778	744.444	122.222	-711.111	128.889	-577.778	744.444	0.919597	-215.196
134	194	261.111	121.868	522.222	443.555	58.963	528.889	715.556	524.444	-182.222	377.778	-195.556	715.556	0.273444	-208.189
132	84	3	122.927	0.888889	0.45542	888.889	733.333	117.778	755.556	-466.667	866.667	-4	117.778	0.380483	-213.694
77	36	0.555556	0.172137	105.556	0.64693	111.926	982.222	130.333	107.222	-411.111	552.222	-141.111	130.333	0.24634	-238.738
54	91	144.444	154.074	0.833333	0.255556	325.926	0.555556	8	122.222	-811.111	142.222	-611.111	8	0.944811	-218.672
140	125	0.666667	0.222222	266.667	377.778	392.593	155.556	777.778	244.444	-711.111	115.556	-444.444	777.778	0.853199	-223.424
218	115	0.944444	0.534027	0.388889	0.389682	22.963	194.444	294.444	20	-105.556	194.444	-888.889	294.444	0.339149	-214.867
198	127	244.444	438.519	855.556	595.408	407.407	38	482.222	36	-822.222	224.444	-142.222	482.222	0.248999	-190.835
151	114	0.611111	0.196296	1	0.533333	622.222	755.556	744.444	366.667	4	366.667	-766.667	788.889	0.537919	-10.108
236	42	0.722224	0.462963	138.889	144.075	135.296	128.111	146.444	131.333	-215.556	334.444	-118.889	146.444	0.125137	-228.222
37	165	238.889	81.074	164.444	238.963	358.148	307.778	428.889	337.778	-151.111	212.222	-611.111	428.889	0.273647	-247.015
6	51	166.667	2	161.111	210.741	195.926	187.778	256.667	143.333	-244.444	182.222	-157.778	256.667	0.442861	-168.129
70	60	0.944445	13.963	216.667	136.667	237.778	224.444	31	178.889	-4	216.667	-176.667	31	0.420823	-171.313
238	180	0.555556	0.340741	172.222	166.296	135.926	111.111	118.889	177.778	-744.444	-511.111	125.556	177.778	0.376253	22.129
183	139	0.166667	0.182574	0.222222	0.272166	137.037	0.888889	322.222	0	-144.444	555.556	-411.111	322.222	1	-180.307
193	66	138.889	144.074	0.888888	0.607411	951.111	806.667	118.778	858.889	-433.333	71	-276.667	118.778	0.320664	-22.357
111	235	161.111	130.741	272.222	255.185	156.296	117.778	158.889	192.222	-115.556	0.777778	107.778	192.222	0.388096	267.077
120	51	105.555	0.712324	205.555	0.742867	124.407	113.222	141.111	118.889	-335.556	501.111	-165.556	141.111	0.197569	-230.531
106	107	111.111	0.720082	0.666667	0.421637	225.556	13	36	186.667	-286.667	403.333	-116.667	36	0.638541	-235.462
236	38	133.333	149.071	294.444	229.411	144.444	101.111	22	112.222	-13	226.667	-966.667	22	0.547232	-21.931
4	210	472.222	401.894	572.222	218.497	497.407	442.222	622.222	427.778	-165.556	374.444	-208.889	622.222	0.314278	-201.443
205	190	127.778	0.998145	161.111	112.382	494.815	447.778	606.667	43	-141.111	335.556	-194.444	606.667	0.290788	-19.876
79	28	427.778	37.619	0.833333	0.658281	624.074	534.444	791.111	546.667	-268.889	501.111	-232.222	791.111	0.324556	-214.451
247	115	355.556	180.944	138.889	130.668	288.519	248.889	367.778	248.889	-118.889	237.778	-118.889	367.778	0.331663	-209.439
55	80	183.333	4.3	183.333	1.1	707.407	288.889	124.444	588.889	-125.556	161.111	-355.556	124.444	0.775282	-241.752
112	201	283.333	129.529	311.111	178.471	212.963	166.667	203.333	268.889	-138.889	-288.889	167.778	268.889	0.381912	246.794
196	124	0.222222	0.02963	0.833333	0.388889	622.222	755.556	744.444	366.667	4	366.667	-766.667	8	0.542108	-101.148
187	80	133.333	0.711111	133.333	0.711109	405.185	377.778	476.667	361.111	-822.222	214.444	-132.222	476.667	0.24473	-19.427
54	133	155.556	100.741	0.5	0.344444	537.037	366.667	9	344.444	-511.111	108.889	-577.778	9	0.630471	-2.048
226	83	0.888889	0.518519	105.555	0.507406	906.296	745.556	116.889	804.444	-482.222	787.778	-305.556	116.889	0.362062	-223.905
55	108	638.889	225.074	338.889	101.074	866.667	511.111	141.111	677.778	-106.667	163.333	-566.667	141.111	0.705482	-227.555
20	137	0.111111	0.02963	0.277778	0.018519	0.222222	0	0.666667	0	-0.666667	133.333	-0.666667	0.666667	0.666667	-20.944
48	173	116.667	106.979	144.444	164.204	192.222	164.444	164.444	247.778	-833.333	-833.333	166.667	247.778	0.349656	209.956
44	162	0.888888	0.455421	194.444	135.674	245.185	195.556	241.111	298.889	-148.889	-122.222	161.111	298.889	0.347032	255.739
139	185	2	0.632455	122.222	190.516	591.481	522.222	734.444	517.778	-207.778	428.889	-221.111	734.444	0.29644	-207.387
238	211	105.556	0.490654	161.111	125.462	205.185	161.111	192.222	262.222	-132.222	-388.889	171.111	262.222	0.385282	241.635
182	186	366.667	204.396	177.778	124.127	484.444	437.778	598.889	416.667	-14	343.333	-203.333	598.889	0.304522	-197.306
146	124	0.5	0.166667	0.388889	0.107407	603.704	744.444	733.333	333.333	422.222	388.889	-811.111	766.667	0.563492	-102.473
47	189	227.778	455.185	588.889	146.074	296.296	267.778	365.556	255.556	-855.556	207.778	-122.222	365.556	0.297413	-195.457
208	65	138.889	123.678	264.444	255.375	567.037	526.667	644.444	53	-121.111	232.222	-111.111	644.444	0.19713	-197.081
95	47	0.72222	0.32963	1.5	0.477777	107.111	932.222	128.778	993.333	-416.667	65	-233.333	128.778	0.275957	-227.107
180	116	294.445	16.113	133.333	0.816497	331.852	291.111	416.667	287.778	-122.222	254.444	-132.222	416.667	0.309461	-206.811
52	170	0.555556	0.45542	0.944444	0.389683	254.444	201.111	253.333	308.889	-16	-0.333333	163.333	308.889	0.349112	260.401
18	13	0.888891	0.207407	111.111	0.162961	140.259	134.333	149.111	137.333	-177.778	265.556	-877.778	149.111	0.09906	-229.238
45	108	25.5	127.954	272.778	15.931	498.148	417.778	611.111	465.556	-241.111	338.889	-977.778	611.111	0.358975	-236.049
174	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	219	277.778	34.963	283.333	661.111	559.259	411.111	433.333	833.333	-444.444	-377.778	822.222	833.333	0.561254	214.836
59	96	0.611111	0.418521	0.611112	0.240741	111.593	103.444	128.111	103.222	-244.444	495.556	-251.111	128.111	0.197734	-208.595
177	85	0.833333	0.166668	0.888888	0.429629	935.556	792.222	118	834.444	-43	733.333	-303.333	118	0.328603	-220.841
247	197	0.333333	0.044444	0.611111	0.062963	6	411.111	4	988.889	-566.667	-6	116.667	988.889	0.617059	207.496
99	130	0.555555	0.45542	0.555555	0.544331	137.037	0.111111	333.333	0.666667	-377.778	588.889	-211.111	333.333	0.977778	-223.903
187	162	1.5	114.444	116.667	731.111	432.222	367.778	536.667	392.222	-193.333	313.333	-12	536.667	0.300182	-239.168
173	152	0.222222	0.02963	0.833333	0.166667	359.259	266.667	577.778	233.333	-277.778	655.556	-377.778	577.778	0.599735	-19.978
222	54	116.667	0.166667	1	0.844443	134.333	127.556	145.556	129.889	-203.333	336.667	-133.333	145.556	0.124312	-223.156
213	14	105.556	0.574134	166.667	133.333	117	104.222	134.111	112.667	-383.333	513.333	-13	134.111	0.222856	-239.038
23	85	144.444	105.185	177.778	0.962963	17.963	188.889	218.889	131.111	277.778	117.778	-145.556	218.889	0.399751	-138.687
120	74	0.333335	0.088889	0.500001	0.077778	101.852	891.111	123.222	932.222	-382.222	641.111	-258.889	123.222	0.276784	-222.055
40	142	0.277778	0.136083	0.222222	0.172133	122.222	0.111111	355.556	0	-333.333	7	-366.667	355.556	1	-205.616
141	68	144.444	100.741	216.667	0.877779	271.852	242.222	368.889	204.444	-888.889	291.111	-202.222	368.889	0.445652	-184.852
178	183	272.222	23.983	466.667	369.985	557.407	496.667	696.667	478.889	-182.222	417.778	-235.556	696.667	0.312366	-20.052
182	152	0.777778	0.981307	0.833333	109.036	0.777778	0.333333	166.667	0.333333	-133.333	266.667	-133.333	166.667	0.705556	-20.944
58	128	294.444	175.647	244.444	168.215	164.815	101.111	258.889	134.444	-191.111	282.222	-911.111	258.889	0.613385	-23.163
249	58	133.333	0.942809	0.277778	0.327731	885.185	6	145.556	6	-855.556	171.111	-855.556	145.556	0.607768	-208.534
217	23	105.555	0.611616	116.667	0.547723	124.444	111.889	141.667	119.778	-376.667	516.667	-14	141.667	0.210162	-237.055
84	40	116.666	0.166667	122.222	211.851	127.407	117.444	142.222	122.556	-298.889	444.444	-145.556	142.222	0.174209	-230.877
178	43	116.667	1.1	111.111	0.740737	125.259	115.667	140.222	119.889	-287.778	448.889	-161.111	140.222	0.174948	-227.065
94	224	138.889	184.074	0.944444	0.551852	134.444	10	118.889	184.444	-103.333	-466.667	15	184.444	0.457643	232.811
122	106	161.111	0.596296	161.111	272.963	23.037	22	298.889	172.222	-311.111	205.556	-174.444	298.889	0.423346	-16.958
26	211	166.667	146.667	166.667	182.222	163.704	137.778	146.667	206.667	-777.778	-511.111	128.889	206.667	0.333856	223.903
68	127	105.556	0.975629	127.778	0.827759	163.704	108.889	264.444	117.778	-164.444	302.222	-137.778	264.444	0.601444	-203.581
58	124	111.111	114.074	0.555556	0.474074	114.815	0.111111	277.778	0.555556	-311.111	488.889	-177.778	277.778	0.984127	-218.129
115	81	0.722224	0.646932	0.722224	0.389683	105.926	918.889	124.889	101	-421.111	568.889	-147.778	124.889	0.26422	-238.226
53	176	194.445	0.879815	155.556	199.629	502.963	454.444	621.111	433.333	-145.556	354.444	-208.889	621.111	0.302421	-197.757
18	87	155.556	196.261	188.889	174.696	292.593	122.222	566.667	188.889	-511.111	822.222	-311.111	566.667	0.862771	-222.949
26	120	0.777778	127.407	0.833333	105.556	133.333	0.111111	333.333	0.555556	-366.667	6	-233.333	333.333	0.984127	-217.877
72	31	111.111	14.963	133.333	0.711108	135.926	129.889	145.556	132.333	-181.111	288.889	-107.778	145.556	0.107616	-225.501
96	92	333.333	297.778	177.778	0.651851	228.889	217.778	297.778	171.111	-333.333	206.667	-173.333	297.778	0.422223	-168.265
49	112	133.333	137.778	155.556	171.852	381.481	111.111	722.222	311.111	-811.111	102.222	-211.111	722.222	0.867665	-243.572
154	189	155.556	104.704	144.444	0.860663	599.259	534.444	748.889	514.444	-194.444	448.889	-254.444	748.889	0.312892	-200.596
58	109	116.667	0.62361	105.556	0.490653	418.148	361.111	536.667	356.667	-171.111	355.556	-184.444	536.667	0.334962	-206.864
49	42	261.111	0.928958	133.333	0.894428	588.889	506.667	745.556	514.444	-246.667	47	-223.333	745.556	0.322931	-212.574
38	241	205.556	0.574134	155.556	142.465	143.333	108.889	14	181.111	-103.333	-1	113.333	181.111	0.399901	254.414
155	40	188.889	207.275	0.055556	0.136083	125.926	122.222	155.556	1	-0.111111	0.888889	-0.777778	155.556	0.116667	-15.708
37	114	138.889	201.852	388.889	376.296	172.222	19	201.111	125.556	533.333	866.667	-14	205.556	0.393691	-117.666
75	75	283.333	461.111	222.222	371.852	25.963	233.333	347.778	197.778	-788.889	264.444	-185.556	347.778	0.429663	-18.356
170	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	42	111.111	0.607408	116.667	0.744442	137.074	130.444	147.444	133.333	-198.889	311.111	-112.222	147.444	0.115302	-226.361
52	66	116.667	0.255557	183.333	212.223	114.222	106.889	128.778	107	-22	436.667	-216.667	128.778	0.174128	-209.899
179	162	194.444	130.741	140.556	592.962	402.963	346.667	492.222	37	-168.889	267.778	-988.889	492.222	0.289652	-23.412
90	111	166.667	146.667	133.333	102.222	186.296	197.778	222.222	138.889	344.444	107.778	-142.222	222.222	0.374312	-133.379
230	117	327.778	0.928958	144.444	0.860663	39.037	335.556	497.778	337.778	-164.444	322.222	-157.778	497.778	0.335026	-210.623
19	102	388.889	150.062	116.667	0.62361	583.704	506.667	734.444	51	-231.111	452.222	-221.111	734.444	0.317014	-210.205
26	67	1	0.88889	244.444	318.518	20	195.556	258.889	145.556	-133.333	176.667	-163.333	258.889	0.436939	-16.232
220	120	0.388889	0.062963	0.388889	0.062963	1	0	3	0	-3	6	-3	3	1	-20.944
249	173	166.667	164.654	361.111	211.257	551.852	485.556	695.556	474.444	-198.889	431.111	-232.222	695.556	0.321085	-204.172
121	189	227.778	219.511	494.444	400.786	620.741	547.778	775.556	538.889	-218.889	464.444	-245.556	775.556	0.305404	-205.408
94	136	0.222222	0.02963	0.222222	0.02963	255.556	1	577.778	0.888889	-466.667	966.667	-5	577.778	0.84709	-207.124
45	89	0.777778	0.340741	0.777778	0.474074	22.963	0.111111	644.444	0.333333	-655.556	124.444	-588.889	644.444	0.986111	-21.239
62	140	244.444	100.741	138.889	0.685185	23	178.889	322.222	188.889	-153.333	276.667	-123.333	322.222	0.444353	-216.726
14	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252	137	0.888889	0.544331	0.611111	0.712325	0.740741	0.333333	177.778	0.111111	-122.222	311.111	-188.889	177.778	0.75	-200.761
133	181	238.889	216.453	477.778	286.486	412.593	377.778	495.556	364.444	-104.444	248.889	-144.444	495.556	0.265619	-199.837
109	100	0.944444	0.490655	0.444445	0.403687	571.481	515.556	696.667	502.222	-167.778	375.556	-207.778	696.667	0.278963	-202.406
190	136	227.778	152.963	283.333	0.61111	485.185	288.889	855.556	311.111	-588.889	111.111	-522.222	855.556	0.709751	-21.239
81	126	194.444	112.963	105.556	0.285185	296.296	0.555556	655.556	177.778	-722.222	107.778	-355.556	655.556	0.935706	-22.891
161	138	0.222222	0.172133	0.222222	0.272166	122.222	0.444444	322.222	0	-233.333	6	-366.667	322.222	1	-194.917
24	58	0.888889	0.162963	138.889	228.519	209.259	20	273.333	154.444	-277.778	192.222	-164.444	273.333	0.434743	-168.507
113	132	0.444444	0.344265	0.388889	0.534027	12.963	0	344.444	0.444444	-388.889	644.444	-255.556	344.444	1	-220.485
252	82	105.555	0.41852	0.777778	0.474074	388.889	345.556	484.444	336.667	-13	286.667	-156.667	484.444	0.303876	-202.804
163	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	90	738.889	694.556	127.778	0.879814	651.852	576.667	797.778	581.111	-225.556	437.778	-212.222	797.778	0.278345	-210.881
201	183	188.889	191.679	233.333	178.886	526.296	474.444	651.111	453.333	-155.556	374.444	-218.889	651.111	0.30372	-198.191
241	135	0.222222	0.02963	0.166667	0.077778	0.148148	0	0.444444	0	-0.444444	0.888889	-0.444444	0.444444	0.333333	-20.944
136	193	238.889	145.169	255.556	140.897	607.037	544.444	748.889	527.778	-187.778	425.556	-237.778	748.889	0.295304	-201.821
67	64	211.111	211.852	238.889	344.074	224.815	22	288.889	165.556	-144.444	192.222	-177.778	288.889	0.426923	-162.567
220	36	0.944443	0.800462	105.556	0.854182	114.037	100.778	132.444	108.889	-397.778	552.222	-154.444	132.444	0.239085	-236.224
74	215	0.444445	0.074074	0.5	0.122222	692.593	511.111	444.444	112.222	-544.444	-744.444	128.889	112.222	0.603704	199.116
205	106	0.777778	0.45542	0.388889	0.136082	174.815	141.111	24	143.333	-101.111	195.556	-944.444	24	0.416401	-211.767
28	131	0.222222	0.074074	0.777778	0.207407	518.518	666.667	6	288.889	444.444	244.444	-688.889	666.667	0.566138	-0.874641
93	147	305.556	35.865	355.556	32.157	77.037	644.444	988.889	677.778	-377.778	655.556	-277.778	988.889	0.349471	-206.451
135	185	222.222	281.004	227.778	128.956	47.963	441.111	573.333	424.444	-115.556	281.111	-165.556	573.333	0.259189	-19.821
74	88	0.722221	0.329632	0.500001	0.211111	110.593	101.556	127.556	102.667	-271.111	508.889	-237.778	127.556	0.204675	-213.924
139	16	0.666667	0.355559	0.944448	0.062963	140.407	134.667	149.889	136.667	-172.222	284.444	-112.222	149.889	0.101526	-223.289
232	175	116.667	0.62361	283.333	216.795	153.704	124.444	135.556	201.111	-877.778	-544.444	142.222	201.111	0.387412	22.422
169	199	127.778	0.443053	127.778	104.172	145.185	111.111	145.556	178.889	-102.222	0.111111	101.111	178.889	0.378473	263.418
145	34	0.555557	0.340741	188.889	114.074	137.037	131.444	146.667	133	-167.778	288.889	-121.111	146.667	0.104539	-2.2
104	129	192.778	289.074	111.111	10.963	378.889	331.111	474.444	331.111	-143.333	286.667	-143.333	474.444	0.320613	-20.978
223	62	0.333333	0.298142	0.444444	0.501848	644.444	411.111	114.444	377.778	-7	15	-8	114.444	0.67037	-204.872
68	117	0.444444	0.207407	161.111	215.185	198.889	206.667	241.111	148.889	233.333	126.667	-15	241.111	0.381277	-142.009
219	126	0.388889	0.062963	140.556	443.741	361.852	335.556	43	32	-788.889	204.444	-125.556	43	0.258409	-194.218
29	18	0.777777	0.807372	172.222	128.956	682.963	59	861.111	597.778	-278.889	534.444	-255.556	861.111	0.317156	-212.364
180	142	0.166667	0.278887	0.111111	0.172133	0.111111	0	0.333333	0	-0.333333	0.666667	-0.333333	0.333333	0.222222	-20.944
19	145	0.888889	167.407	211.111	438.519	207.407	0.666667	355.556	2	-422.222	444.444	-0.222222	355.556	0.457672	-256.977
41	75	153.889	191.363	266.111	317.136	55	474.444	654.444	521.111	-226.667	313.333	-866.667	654.444	0.297802	-235.675
108	138	0.277778	0.062963	0.5	0.122222	318.519	144.444	666.667	144.444	-522.222	104.444	-522.222	666.667	0.799603	-208.783
95	97	0.611111	0.534027	0.777777	0.45542	195.926	153.333	277.778	156.667	-127.778	245.556	-117.778	277.778	0.447494	-212.135
4	201	272.222	167.885	522.222	312.457	537.037	471.111	672.222	467.778	-197.778	405.556	-207.778	672.222	0.308859	-207.523
23	113	0.722222	0.996296	277.778	278.518	147.037	171.111	168.889	101.111	722.222	655.556	-137.778	183.333	0.451359	-0.9757
200	250	227.778	142.075	144.444	10.256	922.222	655.556	733.333	137.778	-8	-566.667	136.667	137.778	0.56339	219.294
234	122	172.222	784.074	138.889	757.407	225.926	0.555556	522.222	1	-511.111	888.889	-377.778	522.222	0.960317	-21.732
117	181	183.333	124.276	3	20.548	468.889	43	568.889	407.778	-116.667	30	-183.333	568.889	0.283287	-194.909
98	41	172.223	0.774073	111.111	0.874068	137.148	130.667	147.222	133.556	-194.444	302.222	-107.778	147.222	0.112421	-226.853
196	93	177.778	256.296	1.5	0.922222	5	2	933.333	366.667	-9	13	-4	933.333	0.80862	-232.942
132	182	0.888889	0.655462	211.111	177.221	435.185	402.222	525.556	377.778	-988.889	271.111	-172.222	525.556	0.280764	-191.735
28	112	0.722222	0.418518	0.555555	0.162963	592.593	711.111	722.222	344.444	355.556	388.889	-744.444	755.556	0.544092	-105.828
137	190	205.556	0.742868	227.778	140.502	604.444	534.444	755.556	523.333	-21	453.333	-243.333	755.556	0.308799	-204.362
161	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	103	1	0.400001	0.833336	0.433334	644.444	583.333	781.111	568.889	-183.333	41	-226.667	781.111	0.271568	-202.258
142	182	2.5	1.1	227.778	361.852	345.185	315.556	422.222	297.778	-888.889	231.111	-142.222	422.222	0.293208	-194.304
178	138	0.111111	0.172133	0.055556	0.136083	137.037	1	311.111	0	-111.111	522.222	-411.111	311.111	1	-175.502
203	93	266.667	644.444	344.444	116.741	677.778	322.222	118.889	522.222	-106.667	153.333	-466.667	118.889	0.760191	-233.277
253	192	216.667	200.832	255.556	15.444	475.185	423.333	592.222	41	-155.556	351.111	-195.556	592.222	0.307473	-202.023
65	54	177.778	167.407	272.222	432.963	245.926	227.778	325.556	184.444	-544.444	238.889	-184.444	325.556	0.432167	-176.075
248	149	116.667	0.788889	105.556	0.640741	19	144.444	197.778	227.778	-136.667	233.333	113.333	227.778	0.363717	274.165
21	122	0.444444	0.403687	0.444444	0.403687	0.555556	0	122.222	0.444444	-166.667	2	-0.333333	122.222	0.555556	-244.456
250	37	0.611111	0.240739	105.555	0.951851	959.259	801.111	121.111	865.556	-474.444	755.556	-281.111	121.111	0.338487	-225.844
224	124	316.667	954.444	738.889	701.963	431.481	392.222	526.667	375.556	-117.778	285.556	-167.778	526.667	0.290982	-198.098
84	65	0.722221	0.374072	2	0.711109	125.667	115.333	141.667	120	-31	48	-17	141.667	0.185658	-227.374
33	132	105.556	0.998147	172.222	0.998146	196.296	0.666667	422.222	1	-388.889	677.778	-288.889	422.222	0.676888	-215.243
143	24	127.778	0.907406	0.888888	114.075	127.63	117.667	141.667	123.556	-298.889	421.111	-122.222	141.667	0.169397	-234.925
242	164	0.388889	0.534027	322.222	104.704	198.148	151.111	187.778	255.556	-141.111	-311.111	172.222	255.556	0.409529	245.981
236	115	438.889	366.296	0.444444	0.074074	147.407	106.667	222.222	113.333	-122.222	224.444	-102.222	222.222	0.533126	-215.163
240	58	105.555	0.774072	1	0.711108	927.037	768.889	118.556	826.667	-474.444	775.556	-301.111	118.556	0.351331	-22.393
197	121	216.667	173.628	0.944444	0.904721	41.037	374.444	494.444	362.222	-107.778	252.222	-144.444	494.444	0.280578	-199.554
33	142	0.111111	0.02963	0.111111	0.02963	0.037037	0	0.111111	0	-0.111111	0.222222	-0.111111	0.111111	0.111111	-20.944
22	114	0.944444	116.269	116.667	0.408248	304.815	244.444	407.778	262.222	-181.111	308.889	-127.778	407.778	0.400536	-220.716
116	54	0.611112	0.443054	172.222	0.928958	108.852	967.778	126.111	103.667	-362.222	517.778	-155.556	126.111	0.232219	-233.633
47	232	127.778	125.462	1	0.894427	127.037	11	9	181.111	-511.111	-111.111	162.222	181.111	0.500966	187.536
113	96	0.944445	0.507407	111.111	0.34074	381.481	111.111	855.556	177.778	-811.111	142.222	-611.111	855.556	0.872222	-218.623
51	141	0.555556	0.118518	0.222222	0.074074	0.703704	0.333333	177.778	0	-111.111	322.222	-211.111	177.778	0.888889	-192.122
32	113	0.5	0.077778	0.277778	0.151852	614.815	722.222	777.778	344.444	322.222	488.889	-811.111	788.889	0.563492	-117.545
54	176	211.111	0.688531	266.667	269.155	506.667	46	626.667	433.333	-14	36	-22	626.667	0.308573	-195.141
97	123	0.388889	0.018519	0.166667	0.077778	114.815	0	344.444	0	-344.444	688.889	-344.444	344.444	1	-20.944
23	92	411.111	463.641	7	56.882	126.667	877.778	186.667	105.556	-116.667	18	-633.333	186.667	0.564898	-228.056
115	183	105.556	0.772202	472.222	102.017	198.519	145.556	19	26	-158.889	-255.556	184.444	26	0.449942	250.681
194	118	0.444445	0.118518	0.444445	0.162963	625.926	755.556	766.667	355.556	388.889	422.222	-811.111	777.778	0.543871	-10.762
