1,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
2,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
3,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
4,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
5,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
6,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
7,94.02385695332804,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 83.33333,DBSCAN_NUM_PTS - 3.0],MergeByDistance[DISTANCE:MANHATTAN,DESCRY_K - 10.0,DESCRY_DENSITY - 9.0],}
152,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
153,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
154,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
155,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
156,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
157,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
158,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
159,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
160,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
161,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
162,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
163,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
164,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
165,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
166,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
167,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
168,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
169,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
170,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
171,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
172,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
173,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
174,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
175,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
176,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
177,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
178,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
179,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
180,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
181,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
182,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
183,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
184,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
185,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
186,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
187,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
188,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
189,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
190,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
191,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
192,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
193,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
194,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
195,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
196,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
197,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
198,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
199,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
200,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
201,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
202,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
203,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
204,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
205,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
206,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
207,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
208,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
209,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
210,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
211,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
212,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
213,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
214,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
215,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
216,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
217,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
218,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
219,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
220,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
221,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
222,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
223,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
224,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.6666667],}
